modality,sample_id,participant_id,true_label_id,true_label,image_pred_id_static,image_pred_static,static_correct,reenactment_id,perspective,image_pred_id_dynamic,image_pred_dynamic,dynamic_correct,transition,fea_pred_id_static,fea_pred_static,fea_pred_id_dynamic,fea_pred_dynamic,multimodal_pred_id_static,multimodal_pred_static,multimodal_pred_id_dynamic,multimodal_pred_dynamic
FEA,,15,5,Sadness,,,True,1700747359928-2-15-3-7-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,15,3,Happiness,,,True,1700747368098-2-15-3-11-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,15,6,Surprise,,,True,1700747372332-2-15-3-13-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,15,4,Neutral,,,True,1700747374991-2-15-3-14-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,15,5,Sadness,,,True,1700747376723-2-15-3-15-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,15,2,Fear,,,False,1700747378458-2-15-3-16-2,,,,False,both_wrong,4.0,Neutral,4.0,Neutral,,,,
FEA,,15,3,Happiness,,,True,1700747380059-2-15-3-17-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,15,1,Disgust,,,False,1700747382885-2-15-3-18-1,,,,False,both_wrong,3.0,Happiness,3.0,Happiness,,,,
FEA,,15,6,Surprise,,,False,1700747384624-2-15-3-19-6,,,,False,both_wrong,4.0,Neutral,2.0,Fear,,,,
FEA,,15,2,Fear,,,False,1700747386351-2-15-3-20-2,,,,False,both_wrong,4.0,Neutral,4.0,Neutral,,,,
FEA,,15,5,Sadness,,,True,1700747514980-2-15-4-1-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,15,4,Neutral,,,True,1700747516587-2-15-4-2-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,15,4,Neutral,,,True,1700747522488-2-15-4-5-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,15,3,Happiness,,,True,1700747523299-2-15-4-6-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,15,0,Anger,,,True,1700747526081-2-15-4-7-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,15,5,Sadness,,,True,1700747527030-2-15-4-8-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,15,2,Fear,,,False,1700747528937-2-15-4-9-2,,,,False,both_wrong,4.0,Neutral,4.0,Neutral,,,,
FEA,,15,1,Disgust,,,False,1700747534547-2-15-4-12-1,,,,False,both_wrong,3.0,Happiness,3.0,Happiness,,,,
FEA,,15,3,Happiness,,,True,1700747535828-2-15-4-13-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,15,0,Anger,,,True,1700747538056-2-15-4-14-0,,,,False,static_only_correct,0.0,Anger,1.0,Disgust,,,,
FEA,,15,5,Sadness,,,True,1700747543178-2-15-4-17-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,15,4,Neutral,,,True,1700747545324-2-15-4-18-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,15,6,Surprise,,,True,1700747550545-2-15-4-21-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,15,2,Fear,,,False,1700747556782-2-15-4-25-2,,,,False,both_wrong,4.0,Neutral,4.0,Neutral,,,,
FEA,,15,1,Disgust,,,True,1700747558772-2-15-4-26-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,18,0,Anger,,,True,1700756274306-2-18-1-0-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,18,5,Sadness,,,True,1700756276004-2-18-1-1-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,18,3,Happiness,,,True,1700756278030-2-18-1-2-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,18,0,Anger,,,True,1700756280474-2-18-1-3-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,18,0,Anger,,,True,1700756283788-2-18-1-4-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,18,5,Sadness,,,True,1700756285404-2-18-1-5-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,18,3,Happiness,,,True,1700756292963-2-18-1-8-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,18,1,Disgust,,,True,1700756363513-2-18-2-1-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,18,6,Surprise,,,True,1700756365257-2-18-2-2-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,18,1,Disgust,,,True,1700756370115-2-18-2-4-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,18,1,Disgust,,,True,1700756373040-2-18-2-5-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,18,6,Surprise,,,True,1700756380628-2-18-2-8-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,18,6,Surprise,,,True,1700756382762-2-18-2-9-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,18,4,Neutral,,,True,1700756481968-2-18-3-0-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,18,0,Anger,,,True,1700756486528-2-18-3-2-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,18,3,Happiness,,,True,1700756490593-2-18-3-4-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,18,5,Sadness,,,False,1700756494467-2-18-3-6-5,,,,True,dynamic_only_correct,0.0,Anger,5.0,Sadness,,,,
FEA,,18,0,Anger,,,False,1700756499157-2-18-3-8-0,,,,True,dynamic_only_correct,4.0,Neutral,0.0,Anger,,,,
FEA,,18,3,Happiness,,,True,1700756505088-2-18-3-11-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,18,4,Neutral,,,True,1700756506384-2-18-3-12-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,18,6,Surprise,,,True,1700756508190-2-18-3-13-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,18,4,Neutral,,,False,1700756511419-2-18-3-14-4,,,,True,dynamic_only_correct,5.0,Sadness,4.0,Neutral,,,,
FEA,,18,5,Sadness,,,False,1700756512745-2-18-3-15-5,,,,True,dynamic_only_correct,0.0,Anger,5.0,Sadness,,,,
FEA,,18,3,Happiness,,,True,1700756516990-2-18-3-17-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,18,6,Surprise,,,True,1700756520318-2-18-3-19-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,18,5,Sadness,,,True,1700756706103-2-18-4-1-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,18,4,Neutral,,,True,1700756707997-2-18-4-2-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,18,4,Neutral,,,True,1700756711213-2-18-4-4-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,18,4,Neutral,,,True,1700756713736-2-18-4-5-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,18,0,Anger,,,True,1700756716598-2-18-4-7-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,18,5,Sadness,,,True,1700756719177-2-18-4-8-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,18,2,Fear,,,True,1700756720027-2-18-4-9-2,,,,True,both_correct,2.0,Fear,2.0,Fear,,,,
FEA,,18,0,Anger,,,True,1700756722474-2-18-4-10-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,18,1,Disgust,,,True,1700756725541-2-18-4-12-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,18,3,Happiness,,,True,1700756727000-2-18-4-13-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,18,0,Anger,,,True,1700756728630-2-18-4-14-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,18,1,Disgust,,,True,1700756730921-2-18-4-15-1,,,,False,static_only_correct,1.0,Disgust,5.0,Sadness,,,,
FEA,,18,4,Neutral,,,True,1700756736108-2-18-4-18-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,18,5,Sadness,,,True,1700756739446-2-18-4-20-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,18,6,Surprise,,,True,1700756740978-2-18-4-21-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,18,0,Anger,,,True,1700756743678-2-18-4-22-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,18,3,Happiness,,,True,1700756746478-2-18-4-24-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,18,6,Surprise,,,True,1700756752506-2-18-4-27-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,23,5,Sadness,,,True,1701085397170-2-23-1-1-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,23,3,Happiness,,,True,1701085399209-2-23-1-2-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,23,5,Sadness,,,True,1701085406198-2-23-1-5-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,23,3,Happiness,,,True,1701085409026-2-23-1-6-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,23,5,Sadness,,,True,1701085411341-2-23-1-7-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,23,4,Neutral,,,True,1701085482708-2-23-2-0-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,23,6,Surprise,,,True,1701085488586-2-23-2-2-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,23,2,Fear,,,True,1701085490489-2-23-2-3-2,,,,False,static_only_correct,2.0,Fear,3.0,Happiness,,,,
FEA,,23,1,Disgust,,,False,1701085495679-2-23-2-5-1,,,,False,both_wrong,0.0,Anger,0.0,Anger,,,,
FEA,,23,4,Neutral,,,True,1701085500311-2-23-2-7-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,23,6,Surprise,,,True,1701085503372-2-23-2-8-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,23,2,Fear,,,False,1701085508188-2-23-2-10-2,,,,False,both_wrong,6.0,Surprise,3.0,Happiness,,,,
FEA,,23,4,Neutral,,,True,1701085510979-2-23-2-11-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,23,1,Disgust,,,True,1701085605407-2-23-3-1-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,23,0,Anger,,,True,1701085606801-2-23-3-2-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,23,6,Surprise,,,True,1701085609204-2-23-3-3-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,23,3,Happiness,,,True,1701085611540-2-23-3-4-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,23,2,Fear,,,False,1701085612711-2-23-3-5-2,,,,False,both_wrong,6.0,Surprise,6.0,Surprise,,,,
FEA,,23,5,Sadness,,,False,1701085617891-2-23-3-7-5,,,,True,dynamic_only_correct,4.0,Neutral,5.0,Sadness,,,,
FEA,,23,0,Anger,,,False,1701085619479-2-23-3-8-0,,,,True,dynamic_only_correct,3.0,Happiness,0.0,Anger,,,,
FEA,,23,1,Disgust,,,True,1701085621175-2-23-3-9-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,23,0,Anger,,,True,1701085622872-2-23-3-10-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,23,3,Happiness,,,True,1701085625896-2-23-3-11-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,23,6,Surprise,,,True,1701085629667-2-23-3-13-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,23,4,Neutral,,,True,1701085630752-2-23-3-14-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,23,5,Sadness,,,False,1701085633973-2-23-3-15-5,,,,True,dynamic_only_correct,4.0,Neutral,5.0,Sadness,,,,
FEA,,23,2,Fear,,,False,1701085635772-2-23-3-16-2,,,,False,both_wrong,3.0,Happiness,3.0,Happiness,,,,
FEA,,23,1,Disgust,,,True,1701085639668-2-23-3-18-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,23,2,Fear,,,False,1701085643199-2-23-3-20-2,,,,False,both_wrong,3.0,Happiness,4.0,Neutral,,,,
FEA,,23,1,Disgust,,,True,1701085783312-2-23-4-0-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,23,5,Sadness,,,True,1701085784771-2-23-4-1-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,23,4,Neutral,,,True,1701085786811-2-23-4-2-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,23,6,Surprise,,,True,1701085788374-2-23-4-3-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,23,4,Neutral,,,True,1701085789639-2-23-4-4-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,23,4,Neutral,,,True,1701085791397-2-23-4-5-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,23,3,Happiness,,,True,1701085793939-2-23-4-6-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,23,0,Anger,,,False,1701085795548-2-23-4-7-0,,,,True,dynamic_only_correct,4.0,Neutral,0.0,Anger,,,,
FEA,,23,5,Sadness,,,True,1701085796688-2-23-4-8-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,23,2,Fear,,,True,1701085798672-2-23-4-9-2,,,,False,static_only_correct,2.0,Fear,6.0,Surprise,,,,
FEA,,23,0,Anger,,,True,1701085800908-2-23-4-10-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,23,3,Happiness,,,True,1701085802372-2-23-4-11-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,23,1,Disgust,,,True,1701085804610-2-23-4-12-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,23,3,Happiness,,,True,1701085805933-2-23-4-13-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,23,0,Anger,,,True,1701085807269-2-23-4-14-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,23,1,Disgust,,,True,1701085809428-2-23-4-15-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,23,2,Fear,,,True,1701085810970-2-23-4-16-2,,,,False,static_only_correct,2.0,Fear,6.0,Surprise,,,,
FEA,,23,5,Sadness,,,True,1701085812843-2-23-4-17-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,23,6,Surprise,,,True,1701085820057-2-23-4-21-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,23,0,Anger,,,True,1701085821482-2-23-4-22-0,,,,True,both_correct,0.0,Anger,0.0,Anger,,,,
FEA,,23,2,Fear,,,True,1701085823245-2-23-4-23-2,,,,False,static_only_correct,2.0,Fear,6.0,Surprise,,,,
FEA,,23,2,Fear,,,True,1701085827129-2-23-4-25-2,,,,False,static_only_correct,2.0,Fear,6.0,Surprise,,,,
FEA,,23,1,Disgust,,,True,1701085829241-2-23-4-26-1,,,,False,static_only_correct,1.0,Disgust,2.0,Fear,,,,
FEA,,23,6,Surprise,,,True,1701085830697-2-23-4-27-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,27,0,Anger,,,False,1701094438118-2-27-1-0-0,,,,False,both_wrong,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,3,Happiness,,,True,1701094443379-2-27-1-2-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,27,0,Anger,,,False,1701094445452-2-27-1-3-0,,,,False,both_wrong,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,0,Anger,,,False,1701094448444-2-27-1-4-0,,,,False,both_wrong,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,5,Sadness,,,True,1701094450282-2-27-1-5-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,27,5,Sadness,,,False,1701094455829-2-27-1-7-5,,,,True,dynamic_only_correct,4.0,Neutral,5.0,Sadness,,,,
FEA,,27,3,Happiness,,,True,1701094458007-2-27-1-8-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,27,6,Surprise,,,True,1701094536373-2-27-2-2-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,27,2,Fear,,,False,1701094539306-2-27-2-3-2,,,,True,dynamic_only_correct,6.0,Surprise,2.0,Fear,,,,
FEA,,27,4,Neutral,,,True,1701094549501-2-27-2-7-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,27,4,Neutral,,,False,1701094559720-2-27-2-11-4,,,,False,both_wrong,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,4,Neutral,,,False,1701094652485-2-27-3-0-4,,,,True,dynamic_only_correct,2.0,Fear,4.0,Neutral,,,,
FEA,,27,0,Anger,,,False,1701094656847-2-27-3-2-0,,,,False,both_wrong,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,6,Surprise,,,True,1701094657984-2-27-3-3-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,27,2,Fear,,,True,1701094661584-2-27-3-5-2,,,,True,both_correct,2.0,Fear,2.0,Fear,,,,
FEA,,27,5,Sadness,,,True,1701094664518-2-27-3-6-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,27,0,Anger,,,False,1701094668813-2-27-3-8-0,,,,False,both_wrong,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,1,Disgust,,,False,1701094669809-2-27-3-9-1,,,,False,both_wrong,3.0,Happiness,3.0,Happiness,,,,
FEA,,27,0,Anger,,,False,1701094672347-2-27-3-10-0,,,,False,both_wrong,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,4,Neutral,,,True,1701094679684-2-27-3-14-4,,,,True,both_correct,4.0,Neutral,4.0,Neutral,,,,
FEA,,27,2,Fear,,,False,1701094684847-2-27-3-16-2,,,,False,both_wrong,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,3,Happiness,,,True,1701094686349-2-27-3-17-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,27,1,Disgust,,,True,1701094688507-2-27-3-18-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,6,Surprise,,,True,1701094689680-2-27-3-19-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,27,2,Fear,,,False,1701094692584-2-27-3-20-2,,,,False,both_wrong,6.0,Surprise,6.0,Surprise,,,,
FEA,,27,5,Sadness,,,True,1701094821546-2-27-4-1-5,,,,True,both_correct,5.0,Sadness,5.0,Sadness,,,,
FEA,,27,4,Neutral,,,False,1701094823610-2-27-4-2-4,,,,True,dynamic_only_correct,2.0,Fear,4.0,Neutral,,,,
FEA,,27,6,Surprise,,,True,1701094824960-2-27-4-3-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,27,4,Neutral,,,False,1701094829010-2-27-4-5-4,,,,False,both_wrong,3.0,Happiness,3.0,Happiness,,,,
FEA,,27,3,Happiness,,,True,1701094830423-2-27-4-6-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,27,2,Fear,,,False,1701094835647-2-27-4-9-2,,,,False,both_wrong,6.0,Surprise,6.0,Surprise,,,,
FEA,,27,3,Happiness,,,True,1701094839307-2-27-4-11-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,27,3,Happiness,,,True,1701094842669-2-27-4-13-3,,,,True,both_correct,3.0,Happiness,3.0,Happiness,,,,
FEA,,27,2,Fear,,,True,1701094848288-2-27-4-16-2,,,,True,both_correct,2.0,Fear,2.0,Fear,,,,
FEA,,27,4,Neutral,,,False,1701094851143-2-27-4-18-4,,,,True,dynamic_only_correct,2.0,Fear,4.0,Neutral,,,,
FEA,,27,6,Surprise,,,True,1701094852692-2-27-4-19-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
FEA,,27,5,Sadness,,,False,1701094855279-2-27-4-20-5,,,,True,dynamic_only_correct,0.0,Anger,5.0,Sadness,,,,
FEA,,27,6,Surprise,,,False,1701094856933-2-27-4-21-6,,,,True,dynamic_only_correct,1.0,Disgust,6.0,Surprise,,,,
FEA,,27,3,Happiness,,,False,1701094862346-2-27-4-24-3,,,,True,dynamic_only_correct,2.0,Fear,3.0,Happiness,,,,
FEA,,27,1,Disgust,,,True,1701094865205-2-27-4-26-1,,,,True,both_correct,1.0,Disgust,1.0,Disgust,,,,
FEA,,27,6,Surprise,,,True,1701094866874-2-27-4-27-6,,,,True,both_correct,6.0,Surprise,6.0,Surprise,,,,
Multimodal,1700478995850-2-1-1-0-0-0,1,0,Anger,,,True,1700478995850-2-1-1-0-0,Central,,,True,both_correct,,,,,0.0,Anger,0.0,Anger
Multimodal,1700478995850-2-1-1-0-0-1,1,0,Anger,,,False,1700478995850-2-1-1-0-0,Side,,,True,dynamic_only_correct,,,,,4.0,Neutral,0.0,Anger
Multimodal,1700478998549-2-1-1-1-5-0,1,5,Sadness,,,True,1700478998549-2-1-1-1-5,Central,,,True,both_correct,,,,,5.0,Sadness,5.0,Sadness
Multimodal,1700478998549-2-1-1-1-5-1,1,5,Sadness,,,True,1700478998549-2-1-1-1-5,Side,,,True,both_correct,,,,,5.0,Sadness,5.0,Sadness
Multimodal,1700479001137-2-1-1-2-3-0,1,3,Happiness,,,True,1700479001137-2-1-1-2-3,Central,,,True,both_correct,,,,,3.0,Happiness,3.0,Happiness
Multimodal,1700479001137-2-1-1-2-3-1,1,3,Happiness,,,True,1700479001137-2-1-1-2-3,Side,,,True,both_correct,,,,,3.0,Happiness,3.0,Happiness
Multimodal,1700479004312-2-1-1-3-0-0,1,0,Anger,,,False,1700479004312-2-1-1-3-0,Central,,,False,both_wrong,,,,,1.0,Disgust,4.0,Neutral
Multimodal,1700479004312-2-1-1-3-0-1,1,0,Anger,,,False,1700479004312-2-1-1-3-0,Side,,,False,both_wrong,,,,,5.0,Sadness,4.0,Neutral
Multimodal,1700479005401-2-1-1-4-0-0,1,0,Anger,,,True,1700479005401-2-1-1-4-0,Central,,,True,both_correct,,,,,0.0,Anger,0.0,Anger
Multimodal,1700479005401-2-1-1-4-0-1,1,0,Anger,,,True,1700479005401-2-1-1-4-0,Side,,,True,both_correct,,,,,0.0,Anger,0.0,Anger
Multimodal,1700479007738-2-1-1-5-5-0,1,5,Sadness,,,True,1700479007738-2-1-1-5-5,Central,,,True,both_correct,,,,,5.0,Sadness,5.0,Sadness
Multimodal,1700479007738-2-1-1-5-5-1,1,5,Sadness,,,True,1700479007738-2-1-1-5-5,Side,,,True,both_correct,,,,,5.0,Sadness,5.0,Sadness
Multimodal,1700479015441-2-1-1-8-3-0,1,3,Happiness,,,True,1700479015441-2-1-1-8-3,Central,,,True,both_correct,,,,,3.0,Happiness,3.0,Happiness
Multimodal,1700479015441-2-1-1-8-3-1,1,3,Happiness,,,True,1700479015441-2-1-1-8-3,Side,,,True,both_correct,,,,,3.0,Happiness,3.0,Happiness
Multimodal,1700479105264-2-1-2-0-4-0,1,4,Neutral,,,True,1700479105264-2-1-2-0-4,Central,,,True,both_correct,,,,,4.0,Neutral,4.0,Neutral
Multimodal,1700479105264-2-1-2-0-4-1,1,4,Neutral,,,True,1700479105264-2-1-2-0-4,Side,,,True,both_correct,,,,,4.0,Neutral,4.0,Neutral
Multimodal,1700479106931-2-1-2-1-1-0,1,1,Disgust,,,False,1700479106931-2-1-2-1-1,Central,,,False,both_wrong,,,,,5.0,Sadness,5.0,Sadness
Multimodal,1700479106931-2-1-2-1-1-1,1,1,Disgust,,,False,1700479106931-2-1-2-1-1,Side,,,False,both_wrong,,,,,5.0,Sadness,5.0,Sadness
Multimodal,1700479111705-2-1-2-3-2-0,1,2,Fear,,,True,1700479111705-2-1-2-3-2,Central,,,True,both_correct,,,,,2.0,Fear,2.0,Fear
Multimodal,1700479111705-2-1-2-3-2-1,1,2,Fear,,,True,1700479111705-2-1-2-3-2,Side,,,True,both_correct,,,,,2.0,Fear,2.0,Fear
Multimodal,1700479113933-2-1-2-4-1-0,1,1,Disgust,,,True,1700479113933-2-1-2-4-1,Central,,,False,static_only_correct,,,,,1.0,Disgust,2.0,Fear
Multimodal,1700479113933-2-1-2-4-1-1,1,1,Disgust,,,True,1700479113933-2-1-2-4-1,Side,,,False,static_only_correct,,,,,1.0,Disgust,2.0,Fear
Multimodal,1700479117593-2-1-2-5-1-0,1,1,Disgust,,,True,1700479117593-2-1-2-5-1,Central,,,True,both_correct,,,,,1.0,Disgust,1.0,Disgust
Multimodal,1700479117593-2-1-2-5-1-1,1,1,Disgust,,,False,1700479117593-2-1-2-5-1,Side,,,False,both_wrong,,,,,2.0,Fear,2.0,Fear
Multimodal,1700479119890-2-1-2-6-2-0,1,2,Fear,,,True,1700479119890-2-1-2-6-2,Central,,,True,both_correct,,,,,2.0,Fear,2.0,Fear
Multimodal,1700479119890-2-1-2-6-2-1,1,2,Fear,,,False,1700479119890-2-1-2-6-2,Side,,,True,dynamic_only_correct,,,,,1.0,Disgust,2.0,Fear
Multimodal,1700479129747-2-1-2-10-2-0,1,2,Fear,,,True,1700479129747-2-1-2-10-2,Central,,,True,both_correct,,,,,2.0,Fear,2.0,Fear
Multimodal,1700479129747-2-1-2-10-2-1,1,2,Fear,,,True,1700479129747-2-1-2-10-2,Side,,,True,both_correct,,,,,2.0,Fear,2.0,Fear
Multimodal,1700479131977-2-1-2-11-4-0,1,4,Neutral,,,True,1700479131977-2-1-2-11-4,Central,,,True,both_correct,,,,,4.0,Neutral,4.0,Neutral
Multimodal,1700479131977-2-1-2-11-4-1,1,4,Neutral,,,True,1700479131977-2-1-2-11-4,Side,,,True,both_correct,,,,,4.0,Neutral,4.0,Neutral
Multimodal,1700479238544-2-1-3-0-4-0,1,4,Neutral,,,True,1700479238544-2-1-3-0-4,Central,,,True,both_correct,,,,,4.0,Neutral,4.0,Neutral
Multimodal,1700479238544-2-1-3-0-4-1,1,4,Neutral,,,True,1700479238544-2-1-3-0-4,Side,,,True,both_correct,,,,,4.0,Neutral,4.0,Neutral
Multimodal,1700479240547-2-1-3-1-1-0,1,1,Disgust,,,False,1700479240547-2-1-3-1-1,Central,,,True,dynamic_only_correct,,,,,6.0,Surprise,1.0,Disgust
Multimodal,1700479240547-2-1-3-1-1-1,1,1,Disgust,,,False,1700479240547-2-1-3-1-1,Side,,,False,both_wrong,,,,,6.0,Surprise,6.0,Surprise
Multimodal,1700479243878-2-1-3-3-6-0,1,6,Surprise,,,True,1700479243878-2-1-3-3-6,Central,,,True,both_correct,,,,,6.0,Surprise,6.0,Surprise
