sequence_summary,representation,weighting,true_label,fea_name,value
p90,raw,participant_balanced,Anger,MouthLeft,0.01602790202516035
p90,raw,participant_balanced,Disgust,MouthLeft,0.0183321619444697
p90,raw,participant_balanced,Fear,MouthLeft,0.004564118443603662
p90,raw,participant_balanced,Happiness,MouthLeft,0.010264358473780799
p90,raw,participant_balanced,Neutral,MouthLeft,0.001521302565232022
p90,raw,participant_balanced,Sadness,MouthLeft,0.005287287678672866
p90,raw,participant_balanced,Surprise,MouthLeft,0.005076117082776244
p90,raw,participant_balanced,Anger,MouthRight,0.00555117583242139
p90,raw,participant_balanced,Disgust,MouthRight,0.006024266530880644
p90,raw,participant_balanced,Fear,MouthRight,0.0016801194774777768
p90,raw,participant_balanced,Happiness,MouthRight,0.004060456297059764
p90,raw,participant_balanced,Neutral,MouthRight,0.0004213752238658808
p90,raw,participant_balanced,Sadness,MouthRight,0.000639168823132726
p90,raw,participant_balanced,Surprise,MouthRight,0.004883712430230927
p90,raw,participant_balanced,Anger,NoseWrinklerL,0.33475085376565744
p90,raw,participant_balanced,Disgust,NoseWrinklerL,0.5279430127894276
p90,raw,participant_balanced,Fear,NoseWrinklerL,0.04452557251729167
p90,raw,participant_balanced,Happiness,NoseWrinklerL,0.0325663013740997
p90,raw,participant_balanced,Neutral,NoseWrinklerL,0.006868047012369561
p90,raw,participant_balanced,Sadness,NoseWrinklerL,0.1083151776133798
p90,raw,participant_balanced,Surprise,NoseWrinklerL,0.03317148991753165
p90,raw,participant_balanced,Anger,NoseWrinklerR,0.336032343489499
p90,raw,participant_balanced,Disgust,NoseWrinklerR,0.5273041123091334
p90,raw,participant_balanced,Fear,NoseWrinklerR,0.04630069163850081
p90,raw,participant_balanced,Happiness,NoseWrinklerR,0.025603193469363666
p90,raw,participant_balanced,Neutral,NoseWrinklerR,0.006666855801491136
p90,raw,participant_balanced,Sadness,NoseWrinklerR,0.1152585475894503
p90,raw,participant_balanced,Surprise,NoseWrinklerR,0.033515931116249356
p90,raw,participant_balanced,Anger,OuterBrowRaiserL,0.0314138556609854
p90,raw,participant_balanced,Disgust,OuterBrowRaiserL,0.045224095726856275
p90,raw,participant_balanced,Fear,OuterBrowRaiserL,0.238708369814909
p90,raw,participant_balanced,Happiness,OuterBrowRaiserL,0.05430688230839865
p90,raw,participant_balanced,Neutral,OuterBrowRaiserL,0.020941475722262088
p90,raw,participant_balanced,Sadness,OuterBrowRaiserL,0.04438452663771293
p90,raw,participant_balanced,Surprise,OuterBrowRaiserL,0.32773579781950063
p90,raw,participant_balanced,Anger,OuterBrowRaiserR,0.040955484831779625
p90,raw,participant_balanced,Disgust,OuterBrowRaiserR,0.056814131588654414
p90,raw,participant_balanced,Fear,OuterBrowRaiserR,0.25722395881221694
p90,raw,participant_balanced,Happiness,OuterBrowRaiserR,0.0660272458429546
p90,raw,participant_balanced,Neutral,OuterBrowRaiserR,0.028390546844709104
p90,raw,participant_balanced,Sadness,OuterBrowRaiserR,0.05739024696870845
p90,raw,participant_balanced,Surprise,OuterBrowRaiserR,0.34543299252987353
p90,raw,participant_balanced,Anger,UpperLidRaiserL,0.12682868498095506
p90,raw,participant_balanced,Disgust,UpperLidRaiserL,0.07626795987291046
p90,raw,participant_balanced,Fear,UpperLidRaiserL,0.3511775815280637
p90,raw,participant_balanced,Happiness,UpperLidRaiserL,0.09543419985287684
p90,raw,participant_balanced,Neutral,UpperLidRaiserL,0.05607634374184253
p90,raw,participant_balanced,Sadness,UpperLidRaiserL,0.09030411387844739
p90,raw,participant_balanced,Surprise,UpperLidRaiserL,0.2886484919728361
p90,raw,participant_balanced,Anger,UpperLidRaiserR,0.14120145802529444
p90,raw,participant_balanced,Disgust,UpperLidRaiserR,0.10323276711080116
p90,raw,participant_balanced,Fear,UpperLidRaiserR,0.35782807984535914
p90,raw,participant_balanced,Happiness,UpperLidRaiserR,0.11497327248600782
p90,raw,participant_balanced,Neutral,UpperLidRaiserR,0.09129220562608767
p90,raw,participant_balanced,Sadness,UpperLidRaiserR,0.11802473982103757
p90,raw,participant_balanced,Surprise,UpperLidRaiserR,0.3216144533758738
p90,raw,participant_balanced,Anger,UpperLipRaiserL,0.2748942218020208
p90,raw,participant_balanced,Disgust,UpperLipRaiserL,0.4126011822214288
p90,raw,participant_balanced,Fear,UpperLipRaiserL,0.15419151745854665
p90,raw,participant_balanced,Happiness,UpperLipRaiserL,0.39834933244312803
p90,raw,participant_balanced,Neutral,UpperLipRaiserL,0.042034375706379135
p90,raw,participant_balanced,Sadness,UpperLipRaiserL,0.07703189061713703
p90,raw,participant_balanced,Surprise,UpperLipRaiserL,0.11023450341378528
p90,raw,participant_balanced,Anger,UpperLipRaiserR,0.2906956583788586
p90,raw,participant_balanced,Disgust,UpperLipRaiserR,0.4345727243393888
p90,raw,participant_balanced,Fear,UpperLipRaiserR,0.1656752493064364
p90,raw,participant_balanced,Happiness,UpperLipRaiserR,0.39103222941171634
p90,raw,participant_balanced,Neutral,UpperLipRaiserR,0.04416927000019334
p90,raw,participant_balanced,Sadness,UpperLipRaiserR,0.0832538610295614
p90,raw,participant_balanced,Surprise,UpperLipRaiserR,0.11736683747689464
p90,standardized,sample_weighted,Anger,BrowLowererL,1.1219793882562006
p90,standardized,sample_weighted,Disgust,BrowLowererL,1.0864897535454003
p90,standardized,sample_weighted,Fear,BrowLowererL,-0.2949976119553984
p90,standardized,sample_weighted,Happiness,BrowLowererL,-0.3886642049828435
p90,standardized,sample_weighted,Neutral,BrowLowererL,-0.564493966164981
p90,standardized,sample_weighted,Sadness,BrowLowererL,0.2672177867865423
p90,standardized,sample_weighted,Surprise,BrowLowererL,-0.48848432623449156
p90,standardized,sample_weighted,Anger,BrowLowererR,1.1403231587002487
p90,standardized,sample_weighted,Disgust,BrowLowererR,1.056815938565149
p90,standardized,sample_weighted,Fear,BrowLowererR,-0.2602861878985941
p90,standardized,sample_weighted,Happiness,BrowLowererR,-0.3923168677874337
p90,standardized,sample_weighted,Neutral,BrowLowererR,-0.5559480063057873
p90,standardized,sample_weighted,Sadness,BrowLowererR,0.22339625958382048
p90,standardized,sample_weighted,Surprise,BrowLowererR,-0.47204065350109164
p90,standardized,sample_weighted,Anger,CheekPuffL,0.456580666660986
p90,standardized,sample_weighted,Disgust,CheekPuffL,-0.03739350854083294
p90,standardized,sample_weighted,Fear,CheekPuffL,-0.260064680510611
p90,standardized,sample_weighted,Happiness,CheekPuffL,-0.27507363579290467
p90,standardized,sample_weighted,Neutral,CheekPuffL,-0.2896301637217546
p90,standardized,sample_weighted,Sadness,CheekPuffL,0.6014945656325293
p90,standardized,sample_weighted,Surprise,CheekPuffL,0.03712626459300799
p90,standardized,sample_weighted,Anger,CheekPuffR,0.5247905501914212
p90,standardized,sample_weighted,Disgust,CheekPuffR,-0.060196362471384476
p90,standardized,sample_weighted,Fear,CheekPuffR,-0.29534967702542475
p90,standardized,sample_weighted,Happiness,CheekPuffR,-0.27651722914829396
p90,standardized,sample_weighted,Neutral,CheekPuffR,-0.3172472491997267
p90,standardized,sample_weighted,Sadness,CheekPuffR,0.6040141349310896
p90,standardized,sample_weighted,Surprise,CheekPuffR,0.06810445443967042
p90,standardized,sample_weighted,Anger,CheekRaiserL,0.31961821384801675
p90,standardized,sample_weighted,Disgust,CheekRaiserL,0.6234479338181736
p90,standardized,sample_weighted,Fear,CheekRaiserL,-0.5412633264823655
p90,standardized,sample_weighted,Happiness,CheekRaiserL,1.230437196885834
p90,standardized,sample_weighted,Neutral,CheekRaiserL,-0.6313626181248854
p90,standardized,sample_weighted,Sadness,CheekRaiserL,-0.3426069152967502
p90,standardized,sample_weighted,Surprise,CheekRaiserL,-0.588465793025361
p90,standardized,sample_weighted,Anger,CheekRaiserR,0.25971366023305514
p90,standardized,sample_weighted,Disgust,CheekRaiserR,0.5454584432047357
p90,standardized,sample_weighted,Fear,CheekRaiserR,-0.5327417130737955
p90,standardized,sample_weighted,Happiness,CheekRaiserR,1.3030983785426902
p90,standardized,sample_weighted,Neutral,CheekRaiserR,-0.6218356428617527
p90,standardized,sample_weighted,Sadness,CheekRaiserR,-0.3519604580161056
p90,standardized,sample_weighted,Surprise,CheekRaiserR,-0.5790469479802035
p90,standardized,sample_weighted,Anger,CheekSuckL,-0.11119367823413037
p90,standardized,sample_weighted,Disgust,CheekSuckL,-0.09915671267708087
p90,standardized,sample_weighted,Fear,CheekSuckL,-0.09412557658979596
p90,standardized,sample_weighted,Happiness,CheekSuckL,-0.11119311876646044
p90,standardized,sample_weighted,Neutral,CheekSuckL,-0.11118883200520688
p90,standardized,sample_weighted,Sadness,CheekSuckL,-0.11118002611339994
p90,standardized,sample_weighted,Surprise,CheekSuckL,0.5501379286363013
p90,standardized,sample_weighted,Anger,CheekSuckR,-0.10256012726626643
p90,standardized,sample_weighted,Disgust,CheekSuckR,-0.09717369583239018
p90,standardized,sample_weighted,Fear,CheekSuckR,-0.09766706887120491
p90,standardized,sample_weighted,Happiness,CheekSuckR,-0.10276315594920143
p90,standardized,sample_weighted,Neutral,CheekSuckR,-0.10296587566795135
p90,standardized,sample_weighted,Sadness,CheekSuckR,-0.10302319698352744
p90,standardized,sample_weighted,Surprise,CheekSuckR,0.5210480314799606
p90,standardized,sample_weighted,Anger,ChinRaiserB,1.0252025771762459
p90,standardized,sample_weighted,Disgust,ChinRaiserB,0.4545491255898335
p90,standardized,sample_weighted,Fear,ChinRaiserB,-0.5814136942316707
p90,standardized,sample_weighted,Happiness,ChinRaiserB,-0.4382972132282141
p90,standardized,sample_weighted,Neutral,ChinRaiserB,-0.6388100425243523
p90,standardized,sample_weighted,Sadness,ChinRaiserB,1.340956578031702
p90,standardized,sample_weighted,Surprise,ChinRaiserB,-0.5187271447915048
p90,standardized,sample_weighted,Anger,ChinRaiserT,1.026852041171394
p90,standardized,sample_weighted,Disgust,ChinRaiserT,0.6266886107394657
p90,standardized,sample_weighted,Fear,ChinRaiserT,-0.5650260342846177
p90,standardized,sample_weighted,Happiness,ChinRaiserT,-0.2790765587997915
p90,standardized,sample_weighted,Neutral,ChinRaiserT,-0.8055316816522092
p90,standardized,sample_weighted,Sadness,ChinRaiserT,1.1936213789339711
p90,standardized,sample_weighted,Surprise,ChinRaiserT,-0.5240864820382655
p90,standardized,sample_weighted,Anger,DimplerL,-0.18965088915667466
p90,standardized,sample_weighted,Disgust,DimplerL,-0.05756494670724104
p90,standardized,sample_weighted,Fear,DimplerL,-0.15306826655134104
p90,standardized,sample_weighted,Happiness,DimplerL,1.4705635067248513
p90,standardized,sample_weighted,Neutral,DimplerL,-0.4775636969595899
p90,standardized,sample_weighted,Sadness,DimplerL,-0.49020370561493704
p90,standardized,sample_weighted,Surprise,DimplerL,-0.3533592633473417
p90,standardized,sample_weighted,Anger,DimplerR,-0.20012183368362363
p90,standardized,sample_weighted,Disgust,DimplerR,-0.06572105902558563
p90,standardized,sample_weighted,Fear,DimplerR,-0.13904869704819112
p90,standardized,sample_weighted,Happiness,DimplerR,1.49960837363363
p90,standardized,sample_weighted,Neutral,DimplerR,-0.49232062948179106
p90,standardized,sample_weighted,Sadness,DimplerR,-0.5056047050205074
p90,standardized,sample_weighted,Surprise,DimplerR,-0.3531757464284468
p90,standardized,sample_weighted,Anger,EyesClosedL,0.322896044995371
p90,standardized,sample_weighted,Disgust,EyesClosedL,0.5147057416068344
p90,standardized,sample_weighted,Fear,EyesClosedL,-0.21276643612993748
p90,standardized,sample_weighted,Happiness,EyesClosedL,-0.22729575851536243
p90,standardized,sample_weighted,Neutral,EyesClosedL,-0.27159341494173883
p90,standardized,sample_weighted,Sadness,EyesClosedL,0.30899233102446755
p90,standardized,sample_weighted,Surprise,EyesClosedL,-0.15103042327586044
p90,standardized,sample_weighted,Anger,EyesClosedR,0.28297986810565584
p90,standardized,sample_weighted,Disgust,EyesClosedR,0.5587162245630172
p90,standardized,sample_weighted,Fear,EyesClosedR,-0.2575702856061077
p90,standardized,sample_weighted,Happiness,EyesClosedR,-0.19638400402894973
p90,standardized,sample_weighted,Neutral,EyesClosedR,-0.2825759669838381
p90,standardized,sample_weighted,Sadness,EyesClosedR,0.32345936124984537
p90,standardized,sample_weighted,Surprise,EyesClosedR,-0.15849593870392498
p90,standardized,sample_weighted,Anger,EyesLookDownL,0.520296086343332
p90,standardized,sample_weighted,Disgust,EyesLookDownL,0.7670965330640575
p90,standardized,sample_weighted,Fear,EyesLookDownL,-0.35614491658210523
p90,standardized,sample_weighted,Happiness,EyesLookDownL,-0.053448841367431436
p90,standardized,sample_weighted,Neutral,EyesLookDownL,-0.31891372633743786
p90,standardized,sample_weighted,Sadness,EyesLookDownL,0.13904902712449185
p90,standardized,sample_weighted,Surprise,EyesLookDownL,-0.34321596184491643
p90,standardized,sample_weighted,Anger,EyesLookDownR,0.5276130771374105
p90,standardized,sample_weighted,Disgust,EyesLookDownR,0.7505381830186818
p90,standardized,sample_weighted,Fear,EyesLookDownR,-0.387426683987087
p90,standardized,sample_weighted,Happiness,EyesLookDownR,-0.00021170903897952583
p90,standardized,sample_weighted,Neutral,EyesLookDownR,-0.3271288603325057
p90,standardized,sample_weighted,Sadness,EyesLookDownR,0.15013063642297172
p90,standardized,sample_weighted,Surprise,EyesLookDownR,-0.36887168509190277
p90,standardized,sample_weighted,Anger,EyesLookLeftL,-0.11748361125284637
p90,standardized,sample_weighted,Disgust,EyesLookLeftL,-0.012344371395210588
p90,standardized,sample_weighted,Fear,EyesLookLeftL,-0.012500586543488727
p90,standardized,sample_weighted,Happiness,EyesLookLeftL,-0.018115129978737838
p90,standardized,sample_weighted,Neutral,EyesLookLeftL,0.11184225573104867
p90,standardized,sample_weighted,Sadness,EyesLookLeftL,-0.0018309792826932214
p90,standardized,sample_weighted,Surprise,EyesLookLeftL,-0.008933581417398802
p90,standardized,sample_weighted,Anger,EyesLookLeftR,-0.0924826272037732
p90,standardized,sample_weighted,Disgust,EyesLookLeftR,-0.018257836442411784
p90,standardized,sample_weighted,Fear,EyesLookLeftR,-0.010457277515111158
p90,standardized,sample_weighted,Happiness,EyesLookLeftR,-0.012103005182553968
p90,standardized,sample_weighted,Neutral,EyesLookLeftR,0.10915608403833059
p90,standardized,sample_weighted,Sadness,EyesLookLeftR,-0.007018486917416951
p90,standardized,sample_weighted,Surprise,EyesLookLeftR,-0.020682215880924434
p90,standardized,sample_weighted,Anger,EyesLookRightL,-0.0245774043390867
p90,standardized,sample_weighted,Disgust,EyesLookRightL,-0.04339824633067824
p90,standardized,sample_weighted,Fear,EyesLookRightL,0.009565952910651555
p90,standardized,sample_weighted,Happiness,EyesLookRightL,0.05008836476356789
p90,standardized,sample_weighted,Neutral,EyesLookRightL,-0.05899975876404574
p90,standardized,sample_weighted,Sadness,EyesLookRightL,-3.9076093289692564e-05
p90,standardized,sample_weighted,Surprise,EyesLookRightL,0.051415504723669445
p90,standardized,sample_weighted,Anger,EyesLookRightR,-0.043778025376568004
p90,standardized,sample_weighted,Disgust,EyesLookRightR,-0.045274256764541575
p90,standardized,sample_weighted,Fear,EyesLookRightR,0.018096016116707313
p90,standardized,sample_weighted,Happiness,EyesLookRightR,0.04799399343048297
p90,standardized,sample_weighted,Neutral,EyesLookRightR,-0.06757817881218833
p90,standardized,sample_weighted,Sadness,EyesLookRightR,0.003466654319645966
p90,standardized,sample_weighted,Surprise,EyesLookRightR,0.06686904918118203
p90,standardized,sample_weighted,Anger,EyesLookUpL,0.27882178185699086
p90,standardized,sample_weighted,Disgust,EyesLookUpL,0.08650114883973588
p90,standardized,sample_weighted,Fear,EyesLookUpL,-0.1505373014552689
p90,standardized,sample_weighted,Happiness,EyesLookUpL,0.051949327851898736
p90,standardized,sample_weighted,Neutral,EyesLookUpL,0.011690300271241055
p90,standardized,sample_weighted,Sadness,EyesLookUpL,-0.06318057666081198
p90,standardized,sample_weighted,Surprise,EyesLookUpL,-0.1381824325932554
p90,standardized,sample_weighted,Anger,EyesLookUpR,0.2798667976004268
p90,standardized,sample_weighted,Disgust,EyesLookUpR,0.08565848155979436
p90,standardized,sample_weighted,Fear,EyesLookUpR,-0.15107239558015317
p90,standardized,sample_weighted,Happiness,EyesLookUpR,0.05248347654823642
p90,standardized,sample_weighted,Neutral,EyesLookUpR,0.01197649710267281
p90,standardized,sample_weighted,Sadness,EyesLookUpR,-0.06395064135782885
p90,standardized,sample_weighted,Surprise,EyesLookUpR,-0.13801720173326898
p90,standardized,sample_weighted,Anger,InnerBrowRaiserL,-0.20194155906420427
p90,standardized,sample_weighted,Disgust,InnerBrowRaiserL,-0.21045118115587008
p90,standardized,sample_weighted,Fear,InnerBrowRaiserL,0.6402261606042624
p90,standardized,sample_weighted,Happiness,InnerBrowRaiserL,-0.3805661183596597
p90,standardized,sample_weighted,Neutral,InnerBrowRaiserL,-0.5880087964286244
p90,standardized,sample_weighted,Sadness,InnerBrowRaiserL,-0.06591262466457068
p90,standardized,sample_weighted,Surprise,InnerBrowRaiserL,0.8991321381685626
p90,standardized,sample_weighted,Anger,InnerBrowRaiserR,-0.24992959200557413
p90,standardized,sample_weighted,Disgust,InnerBrowRaiserR,-0.24873400034503373
p90,standardized,sample_weighted,Fear,InnerBrowRaiserR,0.671866060439048
p90,standardized,sample_weighted,Happiness,InnerBrowRaiserR,-0.36487518395692425
p90,standardized,sample_weighted,Neutral,InnerBrowRaiserR,-0.5826393512804322
p90,standardized,sample_weighted,Sadness,InnerBrowRaiserR,-0.06480652034872157
p90,standardized,sample_weighted,Surprise,InnerBrowRaiserR,0.9101244743857797
p90,standardized,sample_weighted,Anger,JawDrop,-0.4801206315591384
p90,standardized,sample_weighted,Disgust,JawDrop,-0.14953995309889367
p90,standardized,sample_weighted,Fear,JawDrop,0.5159210319797074
p90,standardized,sample_weighted,Happiness,JawDrop,-0.24434672372058547
p90,standardized,sample_weighted,Neutral,JawDrop,-0.6966700077621082
p90,standardized,sample_weighted,Sadness,JawDrop,-0.5097375180888116
p90,standardized,sample_weighted,Surprise,JawDrop,1.4732704043265274
p90,standardized,sample_weighted,Anger,JawSidewaysLeft,0.36616241329034244
p90,standardized,sample_weighted,Disgust,JawSidewaysLeft,0.07027378769075784
p90,standardized,sample_weighted,Fear,JawSidewaysLeft,-0.30672942142404147
p90,standardized,sample_weighted,Happiness,JawSidewaysLeft,-0.37034779338981544
p90,standardized,sample_weighted,Neutral,JawSidewaysLeft,-0.4143070376893031
p90,standardized,sample_weighted,Sadness,JawSidewaysLeft,0.5918202178839355
p90,standardized,sample_weighted,Surprise,JawSidewaysLeft,0.29387666873278234
p90,standardized,sample_weighted,Anger,JawSidewaysRight,0.34609655516106075
p90,standardized,sample_weighted,Disgust,JawSidewaysRight,-0.09155809609610505
p90,standardized,sample_weighted,Fear,JawSidewaysRight,-0.2831049972983736
p90,standardized,sample_weighted,Happiness,JawSidewaysRight,-0.21414161912497098
p90,standardized,sample_weighted,Neutral,JawSidewaysRight,-0.46673760797428954
p90,standardized,sample_weighted,Sadness,JawSidewaysRight,0.42093956874430655
p90,standardized,sample_weighted,Surprise,JawSidewaysRight,0.4461744762417612
p90,standardized,sample_weighted,Anger,JawThrust,-0.11891088044060924
p90,standardized,sample_weighted,Disgust,JawThrust,-0.11762293608289062
p90,standardized,sample_weighted,Fear,JawThrust,-0.03808301285944924
p90,standardized,sample_weighted,Happiness,JawThrust,-0.42981222497910865
p90,standardized,sample_weighted,Neutral,JawThrust,-0.5008578296490519
p90,standardized,sample_weighted,Sadness,JawThrust,0.37849126326781113
p90,standardized,sample_weighted,Surprise,JawThrust,0.8724052260661443
p90,standardized,sample_weighted,Anger,LidTightenerL,0.9384369961060853
p90,standardized,sample_weighted,Disgust,LidTightenerL,0.9694065901106239
p90,standardized,sample_weighted,Fear,LidTightenerL,-0.4651747703303592
p90,standardized,sample_weighted,Happiness,LidTightenerL,0.38424661868526677
p90,standardized,sample_weighted,Neutral,LidTightenerL,-0.6571858138271429
p90,standardized,sample_weighted,Sadness,LidTightenerL,-0.21377085207463806
p90,standardized,sample_weighted,Surprise,LidTightenerL,-0.4700853596361963
p90,standardized,sample_weighted,Anger,LidTightenerR,0.836362616243309
p90,standardized,sample_weighted,Disgust,LidTightenerR,0.8295113408264297
p90,standardized,sample_weighted,Fear,LidTightenerR,-0.3653262174660054
p90,standardized,sample_weighted,Happiness,LidTightenerR,0.27217038339295263
p90,standardized,sample_weighted,Neutral,LidTightenerR,-0.5857996965860044
p90,standardized,sample_weighted,Sadness,LidTightenerR,-0.12343918458496632
p90,standardized,sample_weighted,Surprise,LidTightenerR,-0.4127457074071426
p90,standardized,sample_weighted,Anger,LipCornerDepressorL,0.11677175836657429
p90,standardized,sample_weighted,Disgust,LipCornerDepressorL,0.39542272650158383
p90,standardized,sample_weighted,Fear,LipCornerDepressorL,-0.3097050699972183
p90,standardized,sample_weighted,Happiness,LipCornerDepressorL,-0.5032106072385005
p90,standardized,sample_weighted,Neutral,LipCornerDepressorL,-0.5506748607057899
p90,standardized,sample_weighted,Sadness,LipCornerDepressorL,1.6977301733023986
p90,standardized,sample_weighted,Surprise,LipCornerDepressorL,-0.4468965127104403
p90,standardized,sample_weighted,Anger,LipCornerDepressorR,0.10863864873213207
p90,standardized,sample_weighted,Disgust,LipCornerDepressorR,0.36301435933689563
p90,standardized,sample_weighted,Fear,LipCornerDepressorR,-0.3202104266971307
p90,standardized,sample_weighted,Happiness,LipCornerDepressorR,-0.4939926950554343
p90,standardized,sample_weighted,Neutral,LipCornerDepressorR,-0.537020167430154
p90,standardized,sample_weighted,Sadness,LipCornerDepressorR,1.7081439071864324
p90,standardized,sample_weighted,Surprise,LipCornerDepressorR,-0.44310078295198807
p90,standardized,sample_weighted,Anger,LipCornerPullerL,-0.2730359147452464
p90,standardized,sample_weighted,Disgust,LipCornerPullerL,-0.2121752451366851
p90,standardized,sample_weighted,Fear,LipCornerPullerL,-0.37332920015050797
p90,standardized,sample_weighted,Happiness,LipCornerPullerL,1.8353877411990833
p90,standardized,sample_weighted,Neutral,LipCornerPullerL,-0.46740650352380314
p90,standardized,sample_weighted,Sadness,LipCornerPullerL,-0.44490402991214434
p90,standardized,sample_weighted,Surprise,LipCornerPullerL,-0.45683364578668745
p90,standardized,sample_weighted,Anger,LipCornerPullerR,-0.270320586904944
p90,standardized,sample_weighted,Disgust,LipCornerPullerR,-0.22034668296154727
p90,standardized,sample_weighted,Fear,LipCornerPullerR,-0.366905594742149
p90,standardized,sample_weighted,Happiness,LipCornerPullerR,1.8407041032641893
p90,standardized,sample_weighted,Neutral,LipCornerPullerR,-0.4673831848381396
p90,standardized,sample_weighted,Sadness,LipCornerPullerR,-0.44963906330780473
p90,standardized,sample_weighted,Surprise,LipCornerPullerR,-0.4589379044015709
p90,standardized,sample_weighted,Anger,LipFunnelerLB,-0.1983700599338401
p90,standardized,sample_weighted,Disgust,LipFunnelerLB,-0.18246521057659945
p90,standardized,sample_weighted,Fear,LipFunnelerLB,-0.19999596552478244
p90,standardized,sample_weighted,Happiness,LipFunnelerLB,-0.221229424550355
p90,standardized,sample_weighted,Neutral,LipFunnelerLB,-0.21814223643244446
p90,standardized,sample_weighted,Sadness,LipFunnelerLB,0.8724214252061204
p90,standardized,sample_weighted,Surprise,LipFunnelerLB,0.14147069824325106
p90,standardized,sample_weighted,Anger,LipFunnelerLT,0.009692266234357602
p90,standardized,sample_weighted,Disgust,LipFunnelerLT,-0.20839765111885272
p90,standardized,sample_weighted,Fear,LipFunnelerLT,-0.3027471899968722
p90,standardized,sample_weighted,Happiness,LipFunnelerLT,-0.32618158127543934
p90,standardized,sample_weighted,Neutral,LipFunnelerLT,-0.361766451604283
p90,standardized,sample_weighted,Sadness,LipFunnelerLT,0.6801950139057203
p90,standardized,sample_weighted,Surprise,LipFunnelerLT,0.5422486181158916
p90,standardized,sample_weighted,Anger,LipFunnelerRB,-0.19504508799825337
p90,standardized,sample_weighted,Disgust,LipFunnelerRB,-0.17985461427930263
p90,standardized,sample_weighted,Fear,LipFunnelerRB,-0.20089547804860983
p90,standardized,sample_weighted,Happiness,LipFunnelerRB,-0.2202956913761265
p90,standardized,sample_weighted,Neutral,LipFunnelerRB,-0.21703939654342663
p90,standardized,sample_weighted,Sadness,LipFunnelerRB,0.8910945268452227
p90,standardized,sample_weighted,Surprise,LipFunnelerRB,0.11997837233915568
p90,standardized,sample_weighted,Anger,LipFunnelerRT,-0.02912999639346708
p90,standardized,sample_weighted,Disgust,LipFunnelerRT,-0.2311248404961233
p90,standardized,sample_weighted,Fear,LipFunnelerRT,-0.28878449685323326
p90,standardized,sample_weighted,Happiness,LipFunnelerRT,-0.34055037879927846
p90,standardized,sample_weighted,Neutral,LipFunnelerRT,-0.3506431778461621
p90,standardized,sample_weighted,Sadness,LipFunnelerRT,0.7119998776313896
p90,standardized,sample_weighted,Surprise,LipFunnelerRT,0.5489214536274243
p90,standardized,sample_weighted,Anger,LipPressorL,0.31142599850421565
p90,standardized,sample_weighted,Disgust,LipPressorL,0.5187879237553878
p90,standardized,sample_weighted,Fear,LipPressorL,-0.18905210567304687
p90,standardized,sample_weighted,Happiness,LipPressorL,-0.22239932942472138
p90,standardized,sample_weighted,Neutral,LipPressorL,-0.23216331673470003
p90,standardized,sample_weighted,Sadness,LipPressorL,0.22770182885494306
p90,standardized,sample_weighted,Surprise,LipPressorL,-0.143748456275958
p90,standardized,sample_weighted,Anger,LipPressorR,0.3143544799987878
p90,standardized,sample_weighted,Disgust,LipPressorR,0.5141440550688393
p90,standardized,sample_weighted,Fear,LipPressorR,-0.18750644564488617
p90,standardized,sample_weighted,Happiness,LipPressorR,-0.18680600729154662
p90,standardized,sample_weighted,Neutral,LipPressorR,-0.22972294013033256
p90,standardized,sample_weighted,Sadness,LipPressorR,0.1774970096320899
p90,standardized,sample_weighted,Surprise,LipPressorR,-0.1410402515859897
p90,standardized,sample_weighted,Anger,LipPuckerL,0.6892121466687079
p90,standardized,sample_weighted,Disgust,LipPuckerL,0.21400444583203682
p90,standardized,sample_weighted,Fear,LipPuckerL,-0.40174531065707936
p90,standardized,sample_weighted,Happiness,LipPuckerL,-0.43667418675603076
p90,standardized,sample_weighted,Neutral,LipPuckerL,-0.4883719482132441
p90,standardized,sample_weighted,Sadness,LipPuckerL,0.11503101670746993
p90,standardized,sample_weighted,Surprise,LipPuckerL,0.6158116046736671
p90,standardized,sample_weighted,Anger,LipPuckerR,0.6557216978135021
p90,standardized,sample_weighted,Disgust,LipPuckerR,0.19608944772444659
p90,standardized,sample_weighted,Fear,LipPuckerR,-0.4049183867101626
p90,standardized,sample_weighted,Happiness,LipPuckerR,-0.442348027595422
p90,standardized,sample_weighted,Neutral,LipPuckerR,-0.48827180471903675
p90,standardized,sample_weighted,Sadness,LipPuckerR,0.15287980174168678
p90,standardized,sample_weighted,Surprise,LipPuckerR,0.6261594031081876
p90,standardized,sample_weighted,Anger,LipStretcherL,-0.12147319870622167
p90,standardized,sample_weighted,Disgust,LipStretcherL,0.3077270589799546
p90,standardized,sample_weighted,Fear,LipStretcherL,0.3842768660125684
p90,standardized,sample_weighted,Happiness,LipStretcherL,0.32357642966830086
p90,standardized,sample_weighted,Neutral,LipStretcherL,-0.4633938154036532
p90,standardized,sample_weighted,Sadness,LipStretcherL,0.12559047013918123
p90,standardized,sample_weighted,Surprise,LipStretcherL,-0.39617075878379754
p90,standardized,sample_weighted,Anger,LipStretcherR,-0.1267934658879099
p90,standardized,sample_weighted,Disgust,LipStretcherR,0.30749828153662967
p90,standardized,sample_weighted,Fear,LipStretcherR,0.40452176216993496
p90,standardized,sample_weighted,Happiness,LipStretcherR,0.3140511567351216
p90,standardized,sample_weighted,Neutral,LipStretcherR,-0.46913539799814874
p90,standardized,sample_weighted,Sadness,LipStretcherR,0.11768023784462912
