sequence_summary,representation,weighting,true_label,group_id,value,group_label
p90,raw,sample_weighted,Disgust,EYE63,0.08979512241068163,EYE63 Eyes Up
p90,raw,sample_weighted,Fear,EYE63,0.057740126683585614,EYE63 Eyes Up
p90,raw,sample_weighted,Happiness,EYE63,0.08521272903927213,EYE63 Eyes Up
p90,raw,sample_weighted,Neutral,EYE63,0.07974814820704254,EYE63 Eyes Up
p90,raw,sample_weighted,Sadness,EYE63,0.06954525606166953,EYE63 Eyes Up
p90,raw,sample_weighted,Surprise,EYE63,0.05945934257536358,EYE63 Eyes Up
p90,raw,sample_weighted,Anger,EYE64,0.13207055918480048,EYE64 Eyes Down
p90,raw,sample_weighted,Disgust,EYE64,0.15728407082557208,EYE64 Eyes Down
p90,raw,sample_weighted,Fear,EYE64,0.03585842694877605,EYE64 Eyes Down
p90,raw,sample_weighted,Happiness,EYE64,0.07293754548860432,EYE64 Eyes Down
p90,raw,sample_weighted,Neutral,EYE64,0.041104443076238,EYE64 Eyes Down
p90,raw,sample_weighted,Sadness,EYE64,0.09133056430303714,EYE64 Eyes Down
p90,raw,sample_weighted,Surprise,EYE64,0.03755121576703271,EYE64 Eyes Down
p90,raw,sample_weighted,Anger,UNMAPPED_MouthLeft,0.017354574220841176,MouthLeft (unmapped)
p90,raw,sample_weighted,Disgust,UNMAPPED_MouthLeft,0.019464951107708742,MouthLeft (unmapped)
p90,raw,sample_weighted,Fear,UNMAPPED_MouthLeft,0.004458006995927938,MouthLeft (unmapped)
p90,raw,sample_weighted,Happiness,UNMAPPED_MouthLeft,0.010373948806253983,MouthLeft (unmapped)
p90,raw,sample_weighted,Neutral,UNMAPPED_MouthLeft,0.0014109842534300516,MouthLeft (unmapped)
p90,raw,sample_weighted,Sadness,UNMAPPED_MouthLeft,0.00507761429217862,MouthLeft (unmapped)
p90,raw,sample_weighted,Surprise,UNMAPPED_MouthLeft,0.005692086227126966,MouthLeft (unmapped)
p90,raw,sample_weighted,Anger,UNMAPPED_MouthRight,0.006737482779572556,MouthRight (unmapped)
p90,raw,sample_weighted,Disgust,UNMAPPED_MouthRight,0.006700940923842161,MouthRight (unmapped)
p90,raw,sample_weighted,Fear,UNMAPPED_MouthRight,0.0017332028484747786,MouthRight (unmapped)
p90,raw,sample_weighted,Happiness,UNMAPPED_MouthRight,0.00418028961019449,MouthRight (unmapped)
p90,raw,sample_weighted,Neutral,UNMAPPED_MouthRight,0.0003979449998252614,MouthRight (unmapped)
p90,raw,sample_weighted,Sadness,UNMAPPED_MouthRight,0.000591191632988446,MouthRight (unmapped)
p90,raw,sample_weighted,Surprise,UNMAPPED_MouthRight,0.005329186510194121,MouthRight (unmapped)
p90,raw,participant_balanced,Anger,AU1,0.10253451831844575,AU1 Inner Brow Raiser
p90,raw,participant_balanced,Disgust,AU1,0.10229775406542688,AU1 Inner Brow Raiser
p90,raw,participant_balanced,Fear,AU1,0.25422499435166696,AU1 Inner Brow Raiser
p90,raw,participant_balanced,Happiness,AU1,0.06982014277689753,AU1 Inner Brow Raiser
p90,raw,participant_balanced,Neutral,AU1,0.0308585069627995,AU1 Inner Brow Raiser
p90,raw,participant_balanced,Sadness,AU1,0.13969592142782727,AU1 Inner Brow Raiser
p90,raw,participant_balanced,Surprise,AU1,0.33543529708219577,AU1 Inner Brow Raiser
p90,raw,participant_balanced,Anger,AU2,0.03618467024638252,AU2 Outer Brow Raiser
p90,raw,participant_balanced,Disgust,AU2,0.05101911365775534,AU2 Outer Brow Raiser
p90,raw,participant_balanced,Fear,AU2,0.24796616431356294,AU2 Outer Brow Raiser
p90,raw,participant_balanced,Happiness,AU2,0.060167064075676624,AU2 Outer Brow Raiser
p90,raw,participant_balanced,Neutral,AU2,0.024666011283485598,AU2 Outer Brow Raiser
p90,raw,participant_balanced,Sadness,AU2,0.05088738680321069,AU2 Outer Brow Raiser
p90,raw,participant_balanced,Surprise,AU2,0.3365843951746871,AU2 Outer Brow Raiser
p90,raw,participant_balanced,Anger,AU4,0.42555265220990285,AU4 Brow Lowerer
p90,raw,participant_balanced,Disgust,AU4,0.44376821360394053,AU4 Brow Lowerer
p90,raw,participant_balanced,Fear,AU4,0.10395852150377682,AU4 Brow Lowerer
p90,raw,participant_balanced,Happiness,AU4,0.08890278064596108,AU4 Brow Lowerer
p90,raw,participant_balanced,Neutral,AU4,0.0535750751020886,AU4 Brow Lowerer
p90,raw,participant_balanced,Sadness,AU4,0.27195398005786003,AU4 Brow Lowerer
p90,raw,participant_balanced,Surprise,AU4,0.07048295675081985,AU4 Brow Lowerer
p90,raw,participant_balanced,Anger,AU5,0.13401507150312475,AU5 Upper Lid Raiser
p90,raw,participant_balanced,Disgust,AU5,0.0897503634918558,AU5 Upper Lid Raiser
p90,raw,participant_balanced,Fear,AU5,0.35450283068671146,AU5 Upper Lid Raiser
p90,raw,participant_balanced,Happiness,AU5,0.10520373616944233,AU5 Upper Lid Raiser
p90,raw,participant_balanced,Neutral,AU5,0.0736842746839651,AU5 Upper Lid Raiser
p90,raw,participant_balanced,Sadness,AU5,0.10416442684974249,AU5 Upper Lid Raiser
p90,raw,participant_balanced,Surprise,AU5,0.3051314726743549,AU5 Upper Lid Raiser
p90,raw,participant_balanced,Anger,AU6,0.28498258590465103,AU6 Cheek Raiser
p90,raw,participant_balanced,Disgust,AU6,0.38972684427303905,AU6 Cheek Raiser
p90,raw,participant_balanced,Fear,AU6,0.08505002542114737,AU6 Cheek Raiser
p90,raw,participant_balanced,Happiness,AU6,0.5653201805495507,AU6 Cheek Raiser
p90,raw,participant_balanced,Neutral,AU6,0.0644735791691547,AU6 Cheek Raiser
p90,raw,participant_balanced,Sadness,AU6,0.15277470906216406,AU6 Cheek Raiser
p90,raw,participant_balanced,Surprise,AU6,0.07812581364214057,AU6 Cheek Raiser
p90,raw,participant_balanced,Anger,AU7,0.41073162265979474,AU7 Lid Tightener
p90,raw,participant_balanced,Disgust,AU7,0.4195832668390596,AU7 Lid Tightener
p90,raw,participant_balanced,Fear,AU7,0.11884790436076297,AU7 Lid Tightener
p90,raw,participant_balanced,Happiness,AU7,0.28290284315529723,AU7 Lid Tightener
p90,raw,participant_balanced,Neutral,AU7,0.06512194113146393,AU7 Lid Tightener
p90,raw,participant_balanced,Sadness,AU7,0.1855915616529545,AU7 Lid Tightener
p90,raw,participant_balanced,Surprise,AU7,0.1067294158522357,AU7 Lid Tightener
p90,raw,participant_balanced,Anger,AU8,0.05213518965632299,AU8 Lips Toward Each Other
p90,raw,participant_balanced,Disgust,AU8,0.07072060106866669,AU8 Lips Toward Each Other
p90,raw,participant_balanced,Fear,AU8,0.045621961049142075,AU8 Lips Toward Each Other
p90,raw,participant_balanced,Happiness,AU8,0.03904628027433352,AU8 Lips Toward Each Other
p90,raw,participant_balanced,Neutral,AU8,0.01508901521729706,AU8 Lips Toward Each Other
p90,raw,participant_balanced,Sadness,AU8,0.051410131121562674,AU8 Lips Toward Each Other
p90,raw,participant_balanced,Surprise,AU8,0.10329729539862086,AU8 Lips Toward Each Other
p90,raw,participant_balanced,Anger,AU9,0.3353915986275782,AU9 Nose Wrinkler
p90,raw,participant_balanced,Disgust,AU9,0.5276235625492806,AU9 Nose Wrinkler
p90,raw,participant_balanced,Fear,AU9,0.04541313207789624,AU9 Nose Wrinkler
p90,raw,participant_balanced,Happiness,AU9,0.029084747421731685,AU9 Nose Wrinkler
p90,raw,participant_balanced,Neutral,AU9,0.006767451406930348,AU9 Nose Wrinkler
p90,raw,participant_balanced,Sadness,AU9,0.11178686260141506,AU9 Nose Wrinkler
p90,raw,participant_balanced,Surprise,AU9,0.0333437105168905,AU9 Nose Wrinkler
p90,raw,participant_balanced,Anger,AU10,0.28279494009043965,AU10 Upper Lip Raiser
p90,raw,participant_balanced,Disgust,AU10,0.42358695328040874,AU10 Upper Lip Raiser
p90,raw,participant_balanced,Fear,AU10,0.15993338338249152,AU10 Upper Lip Raiser
p90,raw,participant_balanced,Happiness,AU10,0.3946907809274222,AU10 Upper Lip Raiser
p90,raw,participant_balanced,Neutral,AU10,0.04310182285328624,AU10 Upper Lip Raiser
p90,raw,participant_balanced,Sadness,AU10,0.08014287582334921,AU10 Upper Lip Raiser
p90,raw,participant_balanced,Surprise,AU10,0.11380067044533997,AU10 Upper Lip Raiser
p90,raw,participant_balanced,Anger,AU12,0.09244335946073313,AU12 Lip Corner Puller
p90,raw,participant_balanced,Disgust,AU12,0.10968802663784633,AU12 Lip Corner Puller
p90,raw,participant_balanced,Fear,AU12,0.06001749966142664,AU12 Lip Corner Puller
p90,raw,participant_balanced,Happiness,AU12,0.7624127807046207,AU12 Lip Corner Puller
p90,raw,participant_balanced,Neutral,AU12,0.03211007822192806,AU12 Lip Corner Puller
p90,raw,participant_balanced,Sadness,AU12,0.04064636483397952,AU12 Lip Corner Puller
p90,raw,participant_balanced,Surprise,AU12,0.03742649215663123,AU12 Lip Corner Puller
p90,raw,participant_balanced,Anger,AU14,0.06947896823892483,AU14 Dimpler
p90,raw,participant_balanced,Disgust,AU14,0.08871088607403893,AU14 Dimpler
p90,raw,participant_balanced,Fear,AU14,0.07146077797790429,AU14 Dimpler
p90,raw,participant_balanced,Happiness,AU14,0.31553935032623703,AU14 Dimpler
p90,raw,participant_balanced,Neutral,AU14,0.025319970870666966,AU14 Dimpler
p90,raw,participant_balanced,Sadness,AU14,0.025821304955805525,AU14 Dimpler
p90,raw,participant_balanced,Surprise,AU14,0.0467595026650145,AU14 Dimpler
p90,raw,participant_balanced,Anger,AU15,0.17747996449582057,AU15 Lip Corner Depressor
p90,raw,participant_balanced,Disgust,AU15,0.26033647670993987,AU15 Lip Corner Depressor
p90,raw,participant_balanced,Fear,AU15,0.06694146702462253,AU15 Lip Corner Depressor
p90,raw,participant_balanced,Happiness,AU15,0.023511527179273854,AU15 Lip Corner Depressor
p90,raw,participant_balanced,Neutral,AU15,0.012411348036595314,AU15 Lip Corner Depressor
p90,raw,participant_balanced,Sadness,AU15,0.5959447086714968,AU15 Lip Corner Depressor
p90,raw,participant_balanced,Surprise,AU15,0.03532182690281375,AU15 Lip Corner Depressor
p90,raw,participant_balanced,Anger,AU16,0.04124742320810711,AU16 Lower Lip Depressor
p90,raw,participant_balanced,Disgust,AU16,0.12446137747852043,AU16 Lower Lip Depressor
p90,raw,participant_balanced,Fear,AU16,0.14262829257116144,AU16 Lower Lip Depressor
p90,raw,participant_balanced,Happiness,AU16,0.20957078644524701,AU16 Lower Lip Depressor
p90,raw,participant_balanced,Neutral,AU16,0.009928203344825649,AU16 Lower Lip Depressor
p90,raw,participant_balanced,Sadness,AU16,0.02630521383772593,AU16 Lower Lip Depressor
p90,raw,participant_balanced,Surprise,AU16,0.029909707364759446,AU16 Lower Lip Depressor
p90,raw,participant_balanced,Anger,AU17,0.4513580878983341,AU17 Chin Raiser
p90,raw,participant_balanced,Disgust,AU17,0.37342729253696927,AU17 Chin Raiser
p90,raw,participant_balanced,Fear,AU17,0.07164701698441425,AU17 Chin Raiser
p90,raw,participant_balanced,Happiness,AU17,0.11064559724968313,AU17 Chin Raiser
p90,raw,participant_balanced,Neutral,AU17,0.01779045778521747,AU17 Chin Raiser
p90,raw,participant_balanced,Sadness,AU17,0.5220259365172506,AU17 Chin Raiser
p90,raw,participant_balanced,Surprise,AU17,0.0682548413294704,AU17 Chin Raiser
p90,raw,participant_balanced,Anger,AU18,0.17194588989843002,AU18 Lip Puckerer
p90,raw,participant_balanced,Disgust,AU18,0.14184736197954845,AU18 Lip Puckerer
p90,raw,participant_balanced,Fear,AU18,0.01867541186136442,AU18 Lip Puckerer
p90,raw,participant_balanced,Happiness,AU18,0.010196193842986288,AU18 Lip Puckerer
p90,raw,participant_balanced,Neutral,AU18,0.0024002885702137256,AU18 Lip Puckerer
p90,raw,participant_balanced,Sadness,AU18,0.10655171870614039,AU18 Lip Puckerer
p90,raw,participant_balanced,Surprise,AU18,0.18099628753545133,AU18 Lip Puckerer
p90,raw,participant_balanced,Anger,AU20,0.04301437339911601,AU20 Lip Stretcher
p90,raw,participant_balanced,Disgust,AU20,0.11026676885082858,AU20 Lip Stretcher
p90,raw,participant_balanced,Fear,AU20,0.11080154774082246,AU20 Lip Stretcher
p90,raw,participant_balanced,Happiness,AU20,0.12247934008006912,AU20 Lip Stretcher
p90,raw,participant_balanced,Neutral,AU20,0.006815025654757771,AU20 Lip Stretcher
p90,raw,participant_balanced,Sadness,AU20,0.08609225779958526,AU20 Lip Stretcher
p90,raw,participant_balanced,Surprise,AU20,0.017383261627768355,AU20 Lip Stretcher
p90,raw,participant_balanced,Anger,AU22,0.014645474783155116,AU22 Lip Funneler
p90,raw,participant_balanced,Disgust,AU22,0.007834834084191748,AU22 Lip Funneler
p90,raw,participant_balanced,Fear,AU22,0.0037714235508646316,AU22 Lip Funneler
p90,raw,participant_balanced,Happiness,AU22,0.0017162211373675173,AU22 Lip Funneler
p90,raw,participant_balanced,Neutral,AU22,0.0010115077278193309,AU22 Lip Funneler
p90,raw,participant_balanced,Sadness,AU22,0.08069284730014815,AU22 Lip Funneler
p90,raw,participant_balanced,Surprise,AU22,0.051165704855774125,AU22 Lip Funneler
p90,raw,participant_balanced,Anger,AU23,0.09890617953802651,AU23 Lip Tightener
p90,raw,participant_balanced,Disgust,AU23,0.03933028796088583,AU23 Lip Tightener
p90,raw,participant_balanced,Fear,AU23,0.008923411422850837,AU23 Lip Tightener
p90,raw,participant_balanced,Happiness,AU23,0.003842118779351311,AU23 Lip Tightener
p90,raw,participant_balanced,Neutral,AU23,0.0012940130283615773,AU23 Lip Tightener
p90,raw,participant_balanced,Sadness,AU23,0.10531225549343294,AU23 Lip Tightener
p90,raw,participant_balanced,Surprise,AU23,0.07638345924620425,AU23 Lip Tightener
p90,raw,participant_balanced,Anger,AU24,0.02352888175213657,AU24 Lip Pressor
p90,raw,participant_balanced,Disgust,AU24,0.05064607099877019,AU24 Lip Pressor
p90,raw,participant_balanced,Fear,AU24,0.00257538084165793,AU24 Lip Pressor
p90,raw,participant_balanced,Happiness,AU24,0.0013955702247820403,AU24 Lip Pressor
p90,raw,participant_balanced,Neutral,AU24,8.403252333909844e-05,AU24 Lip Pressor
p90,raw,participant_balanced,Sadness,AU24,0.022362105887852594,AU24 Lip Pressor
p90,raw,participant_balanced,Surprise,AU24,0.004636125983641791,AU24 Lip Pressor
p90,raw,participant_balanced,Anger,AU26,0.06730137682477019,AU26 Jaw Drop
p90,raw,participant_balanced,Disgust,AU26,0.15607211813677813,AU26 Jaw Drop
p90,raw,participant_balanced,Fear,AU26,0.3063033989133512,AU26 Jaw Drop
p90,raw,participant_balanced,Happiness,AU26,0.12928697777386777,AU26 Jaw Drop
p90,raw,participant_balanced,Neutral,AU26,0.026157091742108368,AU26 Jaw Drop
p90,raw,participant_balanced,Sadness,AU26,0.06733867269331746,AU26 Jaw Drop
p90,raw,participant_balanced,Surprise,AU26,0.5258126525847632,AU26 Jaw Drop
p90,raw,participant_balanced,Anger,AU28,0.1683038128280836,AU28 Lip Suck
p90,raw,participant_balanced,Disgust,AU28,0.14595179007633377,AU28 Lip Suck
p90,raw,participant_balanced,Fear,AU28,0.04900822215033133,AU28 Lip Suck
p90,raw,participant_balanced,Happiness,AU28,0.19981345071647244,AU28 Lip Suck
p90,raw,participant_balanced,Neutral,AU28,0.027173745518535648,AU28 Lip Suck
p90,raw,participant_balanced,Sadness,AU28,0.052951138754547565,AU28 Lip Suck
p90,raw,participant_balanced,Surprise,AU28,0.03638105121031054,AU28 Lip Suck
p90,raw,participant_balanced,Anger,AU43,0.1520480851106912,AU43 Eyes Closed
p90,raw,participant_balanced,Disgust,AU43,0.24388659313390867,AU43 Eyes Closed
p90,raw,participant_balanced,Fear,AU43,0.04926959888444428,AU43 Eyes Closed
p90,raw,participant_balanced,Happiness,AU43,0.050285846519701985,AU43 Eyes Closed
p90,raw,participant_balanced,Neutral,AU43,0.04074534946134677,AU43 Eyes Closed
p90,raw,participant_balanced,Sadness,AU43,0.176146288613322,AU43 Eyes Closed
p90,raw,participant_balanced,Surprise,AU43,0.07196263969179335,AU43 Eyes Closed
p90,raw,participant_balanced,Anger,AD29,0.06383079132281531,AD29 Jaw Thrust
p90,raw,participant_balanced,Disgust,AD29,0.06465407268102207,AD29 Jaw Thrust
p90,raw,participant_balanced,Fear,AD29,0.07692055295379681,AD29 Jaw Thrust
p90,raw,participant_balanced,Happiness,AD29,0.01992086464011395,AD29 Jaw Thrust
p90,raw,participant_balanced,Neutral,AD29,0.0098439165961667,AD29 Jaw Thrust
p90,raw,participant_balanced,Sadness,AD29,0.09595983190372016,AD29 Jaw Thrust
p90,raw,participant_balanced,Surprise,AD29,0.1749077436351219,AD29 Jaw Thrust
p90,raw,participant_balanced,Anger,AD30,0.024315232134673785,AD30 Jaw Sideways
p90,raw,participant_balanced,Disgust,AD30,0.016097572621264974,AD30 Jaw Sideways
p90,raw,participant_balanced,Fear,AD30,0.00617331855501643,AD30 Jaw Sideways
p90,raw,participant_balanced,Happiness,AD30,0.006421306821448318,AD30 Jaw Sideways
p90,raw,participant_balanced,Neutral,AD30,0.0012476683580547676,AD30 Jaw Sideways
p90,raw,participant_balanced,Sadness,AD30,0.03014739114727274,AD30 Jaw Sideways
p90,raw,participant_balanced,Surprise,AD30,0.02788476877275277,AD30 Jaw Sideways
p90,raw,participant_balanced,Anger,AD34,0.01622334300219591,AD34 Cheek Puff
p90,raw,participant_balanced,Disgust,AD34,0.006402165949144918,AD34 Cheek Puff
p90,raw,participant_balanced,Fear,AD34,0.001646440269174983,AD34 Cheek Puff
p90,raw,participant_balanced,Happiness,AD34,0.001324631949529269,AD34 Cheek Puff
p90,raw,participant_balanced,Neutral,AD34,0.000650757885511486,AD34 Cheek Puff
p90,raw,participant_balanced,Sadness,AD34,0.019380494413384058,AD34 Cheek Puff
p90,raw,participant_balanced,Surprise,AD34,0.008391401760787547,AD34 Cheek Puff
p90,raw,participant_balanced,Anger,AD35,4.02396314347679e-06,AD35 Cheek Suck
p90,raw,participant_balanced,Disgust,AD35,0.00014288657722189127,AD35 Cheek Suck
p90,raw,participant_balanced,Fear,AD35,0.00018078169338380047,AD35 Cheek Suck
p90,raw,participant_balanced,Happiness,AD35,4.049261109775416e-06,AD35 Cheek Suck
p90,raw,participant_balanced,Neutral,AD35,1.1070998960281956e-06,AD35 Cheek Suck
p90,raw,participant_balanced,Sadness,AD35,3.228273074775607e-07,AD35 Cheek Suck
p90,raw,participant_balanced,Surprise,AD35,0.011708756677026234,AD35 Cheek Suck
p90,raw,participant_balanced,Anger,EYE61,0.12558092239099114,EYE61 Eyes Turn Left
p90,raw,participant_balanced,Disgust,EYE61,0.1325110856719115,EYE61 Eyes Turn Left
p90,raw,participant_balanced,Fear,EYE61,0.14045500302249345,EYE61 Eyes Turn Left
p90,raw,participant_balanced,Happiness,EYE61,0.13055470962521276,EYE61 Eyes Turn Left
p90,raw,participant_balanced,Neutral,EYE61,0.14745264077487164,EYE61 Eyes Turn Left
p90,raw,participant_balanced,Sadness,EYE61,0.13398466345969554,EYE61 Eyes Turn Left
p90,raw,participant_balanced,Surprise,EYE61,0.1296040247054999,EYE61 Eyes Turn Left
p90,raw,participant_balanced,Anger,EYE62,0.09573162713174853,EYE62 Eyes Turn Right
p90,raw,participant_balanced,Disgust,EYE62,0.10196127736190023,EYE62 Eyes Turn Right
p90,raw,participant_balanced,Fear,EYE62,0.10029396820936418,EYE62 Eyes Turn Right
p90,raw,participant_balanced,Happiness,EYE62,0.1128628818390442,EYE62 Eyes Turn Right
p90,raw,participant_balanced,Neutral,EYE62,0.10047054823151068,EYE62 Eyes Turn Right
p90,raw,participant_balanced,Sadness,EYE62,0.10507178843814098,EYE62 Eyes Turn Right
p90,raw,participant_balanced,Surprise,EYE62,0.11126597418079578,EYE62 Eyes Turn Right
p90,raw,participant_balanced,Anger,EYE63,0.10865815665609428,EYE63 Eyes Up
p90,raw,participant_balanced,Disgust,EYE63,0.07441608558740133,EYE63 Eyes Up
p90,raw,participant_balanced,Fear,EYE63,0.0652013562084936,EYE63 Eyes Up
p90,raw,participant_balanced,Happiness,EYE63,0.08577242964358966,EYE63 Eyes Up
p90,raw,participant_balanced,Neutral,EYE63,0.08259986762048734,EYE63 Eyes Up
p90,raw,participant_balanced,Sadness,EYE63,0.0677155407619418,EYE63 Eyes Up
p90,raw,participant_balanced,Surprise,EYE63,0.060739182288981425,EYE63 Eyes Up
p90,raw,participant_balanced,Anger,EYE64,0.13956912683827494,EYE64 Eyes Down
p90,raw,participant_balanced,Disgust,EYE64,0.16164682947214348,EYE64 Eyes Down
p90,raw,participant_balanced,Fear,EYE64,0.032478934804609456,EYE64 Eyes Down
p90,raw,participant_balanced,Happiness,EYE64,0.0699874990757246,EYE64 Eyes Down
p90,raw,participant_balanced,Neutral,EYE64,0.03973509934770746,EYE64 Eyes Down
p90,raw,participant_balanced,Sadness,EYE64,0.10148068135341394,EYE64 Eyes Down
p90,raw,participant_balanced,Surprise,EYE64,0.039143634498990824,EYE64 Eyes Down
p90,raw,participant_balanced,Anger,UNMAPPED_MouthLeft,0.01602790202516035,MouthLeft (unmapped)
p90,raw,participant_balanced,Disgust,UNMAPPED_MouthLeft,0.0183321619444697,MouthLeft (unmapped)
p90,raw,participant_balanced,Fear,UNMAPPED_MouthLeft,0.004564118443603662,MouthLeft (unmapped)
p90,raw,participant_balanced,Happiness,UNMAPPED_MouthLeft,0.010264358473780799,MouthLeft (unmapped)
p90,raw,participant_balanced,Neutral,UNMAPPED_MouthLeft,0.001521302565232022,MouthLeft (unmapped)
p90,raw,participant_balanced,Sadness,UNMAPPED_MouthLeft,0.005287287678672866,MouthLeft (unmapped)
p90,raw,participant_balanced,Surprise,UNMAPPED_MouthLeft,0.005076117082776244,MouthLeft (unmapped)
p90,raw,participant_balanced,Anger,UNMAPPED_MouthRight,0.00555117583242139,MouthRight (unmapped)
p90,raw,participant_balanced,Disgust,UNMAPPED_MouthRight,0.006024266530880644,MouthRight (unmapped)
p90,raw,participant_balanced,Fear,UNMAPPED_MouthRight,0.0016801194774777768,MouthRight (unmapped)
p90,raw,participant_balanced,Happiness,UNMAPPED_MouthRight,0.004060456297059764,MouthRight (unmapped)
p90,raw,participant_balanced,Neutral,UNMAPPED_MouthRight,0.0004213752238658808,MouthRight (unmapped)
p90,raw,participant_balanced,Sadness,UNMAPPED_MouthRight,0.000639168823132726,MouthRight (unmapped)
p90,raw,participant_balanced,Surprise,UNMAPPED_MouthRight,0.004883712430230927,MouthRight (unmapped)
p90,standardized,sample_weighted,Anger,AU1,-0.2267056277164172,AU1 Inner Brow Raiser
p90,standardized,sample_weighted,Disgust,AU1,-0.23030645937405533,AU1 Inner Brow Raiser
p90,standardized,sample_weighted,Fear,AU1,0.6575767440468115,AU1 Inner Brow Raiser
p90,standardized,sample_weighted,Happiness,AU1,-0.3733697659118782,AU1 Inner Brow Raiser
p90,standardized,sample_weighted,Neutral,AU1,-0.5864696631024131,AU1 Inner Brow Raiser
p90,standardized,sample_weighted,Sadness,AU1,-0.06548417613774296,AU1 Inner Brow Raiser
p90,standardized,sample_weighted,Surprise,AU1,0.9065251726271927,AU1 Inner Brow Raiser
p90,standardized,sample_weighted,Anger,AU2,-0.4116753159964974,AU2 Outer Brow Raiser
p90,standardized,sample_weighted,Disgust,AU2,-0.32784690109933573,AU2 Outer Brow Raiser
p90,standardized,sample_weighted,Fear,AU2,0.7341559494215097,AU2 Outer Brow Raiser
p90,standardized,sample_weighted,Happiness,AU2,-0.2987567590438868,AU2 Outer Brow Raiser
p90,standardized,sample_weighted,Neutral,AU2,-0.48386895893570997,AU2 Outer Brow Raiser
p90,standardized,sample_weighted,Sadness,AU2,-0.3282452423285317,AU2 Outer Brow Raiser
p90,standardized,sample_weighted,Surprise,AU2,1.0696771906102651,AU2 Outer Brow Raiser
p90,standardized,sample_weighted,Anger,AU4,1.1344621005080378,AU4 Brow Lowerer
p90,standardized,sample_weighted,Disgust,AU4,1.0753911752793157,AU4 Brow Lowerer
p90,standardized,sample_weighted,Fear,AU4,-0.27895596347456103,AU4 Brow Lowerer
p90,standardized,sample_weighted,Happiness,AU4,-0.39166775099474593,AU4 Brow Lowerer
p90,standardized,sample_weighted,Neutral,AU4,-0.5620861702971996,AU4 Brow Lowerer
p90,standardized,sample_weighted,Sadness,AU4,0.24663622768501411,AU4 Brow Lowerer
p90,standardized,sample_weighted,Surprise,AU4,-0.4819780449264156,AU4 Brow Lowerer
p90,standardized,sample_weighted,Anger,AU5,-0.06850056837200899,AU5 Upper Lid Raiser
p90,standardized,sample_weighted,Disgust,AU5,-0.23067871048515148,AU5 Upper Lid Raiser
p90,standardized,sample_weighted,Fear,AU5,0.77024764520275,AU5 Upper Lid Raiser
p90,standardized,sample_weighted,Happiness,AU5,-0.2491414816226056,AU5 Upper Lid Raiser
p90,standardized,sample_weighted,Neutral,AU5,-0.3876361882262633,AU5 Upper Lid Raiser
p90,standardized,sample_weighted,Sadness,AU5,-0.24410200921772673,AU5 Upper Lid Raiser
p90,standardized,sample_weighted,Surprise,AU5,0.5258769096097963,AU5 Upper Lid Raiser
p90,standardized,sample_weighted,Anger,AU6,0.29055392345974085,AU6 Cheek Raiser
p90,standardized,sample_weighted,Disgust,AU6,0.586040143247183,AU6 Cheek Raiser
p90,standardized,sample_weighted,Fear,AU6,-0.5381591994445115,AU6 Cheek Raiser
p90,standardized,sample_weighted,Happiness,AU6,1.2690534655445989,AU6 Cheek Raiser
p90,standardized,sample_weighted,Neutral,AU6,-0.6279468090986347,AU6 Cheek Raiser
p90,standardized,sample_weighted,Sadness,AU6,-0.34796075196227977,AU6 Cheek Raiser
p90,standardized,sample_weighted,Surprise,AU6,-0.5850144973584883,AU6 Cheek Raiser
p90,standardized,sample_weighted,Anger,AU7,0.9153367397297614,AU7 Lid Tightener
p90,standardized,sample_weighted,Disgust,AU7,0.9271333222551678,AU7 Lid Tightener
p90,standardized,sample_weighted,Fear,AU7,-0.4274052370268385,AU7 Lid Tightener
p90,standardized,sample_weighted,Happiness,AU7,0.337230983594347,AU7 Lid Tightener
p90,standardized,sample_weighted,Neutral,AU7,-0.6410602559535513,AU7 Lid Tightener
p90,standardized,sample_weighted,Sadness,AU7,-0.17266258226669645,AU7 Lid Tightener
p90,standardized,sample_weighted,Surprise,AU7,-0.45519635849578444,AU7 Lid Tightener
p90,standardized,sample_weighted,Anger,AU8,0.0014917051241560258,AU8 Lips Toward Each Other
p90,standardized,sample_weighted,Disgust,AU8,0.13415858535079347,AU8 Lips Toward Each Other
p90,standardized,sample_weighted,Fear,AU8,-0.061722490659689475,AU8 Lips Toward Each Other
p90,standardized,sample_weighted,Happiness,AU8,-0.1667977105506745,AU8 Lips Toward Each Other
p90,standardized,sample_weighted,Neutral,AU8,-0.459699317930882,AU8 Lips Toward Each Other
p90,standardized,sample_weighted,Sadness,AU8,0.006237489202492465,AU8 Lips Toward Each Other
p90,standardized,sample_weighted,Surprise,AU8,0.6186847335903303,AU8 Lips Toward Each Other
p90,standardized,sample_weighted,Anger,AU9,0.9113419672465588,AU9 Nose Wrinkler
p90,standardized,sample_weighted,Disgust,AU9,1.5230652349826368,AU9 Nose Wrinkler
p90,standardized,sample_weighted,Fear,AU9,-0.3386332884894918,AU9 Nose Wrinkler
p90,standardized,sample_weighted,Happiness,AU9,-0.4045054633372874,AU9 Nose Wrinkler
p90,standardized,sample_weighted,Neutral,AU9,-0.4841857088807993,AU9 Nose Wrinkler
p90,standardized,sample_weighted,Sadness,AU9,-0.1304806346407251,AU9 Nose Wrinkler
p90,standardized,sample_weighted,Surprise,AU9,-0.38276251558807184,AU9 Nose Wrinkler
p90,standardized,sample_weighted,Anger,AU10,0.36188241562472034,AU10 Upper Lip Raiser
