sequence_id,reenactment_id,participant_id,perspective,true_class,final_predicted_class,correct_final,ever_correct,never_correct,first_correct_timestep,stabilization_timestep,prediction_switches,earlier_correct_final_wrong
1700747368098-2-15-3-11-3-0,1700747368098-2-15-3-11-3,15,Central,Happiness,Happiness,True,True,False,18.0,18,3,False
1700747368098-2-15-3-11-3-1,1700747368098-2-15-3-11-3,15,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1700747372332-2-15-3-13-6-0,1700747372332-2-15-3-13-6,15,Central,Surprise,Fear,False,True,False,19.0,28,7,True
1700747372332-2-15-3-13-6-1,1700747372332-2-15-3-13-6,15,Side,Surprise,Fear,False,True,False,14.0,28,2,True
1700747374991-2-15-3-14-4-0,1700747374991-2-15-3-14-4,15,Central,Neutral,Neutral,True,True,False,1.0,24,4,False
1700747374991-2-15-3-14-4-1,1700747374991-2-15-3-14-4,15,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700747376723-2-15-3-15-5-0,1700747376723-2-15-3-15-5,15,Central,Sadness,Sadness,True,True,False,1.0,1,0,False
1700747376723-2-15-3-15-5-1,1700747376723-2-15-3-15-5,15,Side,Sadness,Sadness,True,True,False,1.0,1,0,False
1700747378458-2-15-3-16-2-0,1700747378458-2-15-3-16-2,15,Central,Fear,Fear,True,True,False,24.0,24,1,False
1700747378458-2-15-3-16-2-1,1700747378458-2-15-3-16-2,15,Side,Fear,Fear,True,True,False,20.0,20,4,False
1700747380059-2-15-3-17-3-0,1700747380059-2-15-3-17-3,15,Central,Happiness,Happiness,True,True,False,17.0,17,1,False
1700747380059-2-15-3-17-3-1,1700747380059-2-15-3-17-3,15,Side,Happiness,Happiness,True,True,False,14.0,14,1,False
1700747382885-2-15-3-18-1-0,1700747382885-2-15-3-18-1,15,Central,Disgust,Happiness,False,False,True,,1,0,False
1700747382885-2-15-3-18-1-1,1700747382885-2-15-3-18-1,15,Side,Disgust,Happiness,False,False,True,,1,0,False
1700747384624-2-15-3-19-6-0,1700747384624-2-15-3-19-6,15,Central,Surprise,Fear,False,True,False,1.0,25,1,True
1700747384624-2-15-3-19-6-1,1700747384624-2-15-3-19-6,15,Side,Surprise,Fear,False,True,False,1.0,18,1,True
1700747386351-2-15-3-20-2-0,1700747386351-2-15-3-20-2,15,Central,Fear,Fear,True,True,False,2.0,6,3,False
1700747386351-2-15-3-20-2-1,1700747386351-2-15-3-20-2,15,Side,Fear,Fear,True,True,False,1.0,1,0,False
1700747514980-2-15-4-1-5-0,1700747514980-2-15-4-1-5,15,Central,Sadness,Sadness,True,True,False,11.0,11,2,False
1700747514980-2-15-4-1-5-1,1700747514980-2-15-4-1-5,15,Side,Sadness,Sadness,True,True,False,9.0,9,1,False
1700747516587-2-15-4-2-4-0,1700747516587-2-15-4-2-4,15,Central,Neutral,Sadness,False,True,False,11.0,20,4,True
1700747516587-2-15-4-2-4-1,1700747516587-2-15-4-2-4,15,Side,Neutral,Sadness,False,True,False,5.0,30,2,True
1700747522488-2-15-4-5-4-0,1700747522488-2-15-4-5-4,15,Central,Neutral,Sadness,False,False,True,,1,0,False
1700747522488-2-15-4-5-4-1,1700747522488-2-15-4-5-4,15,Side,Neutral,Neutral,True,True,False,27.0,27,1,False
1700747523299-2-15-4-6-3-0,1700747523299-2-15-4-6-3,15,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1700747523299-2-15-4-6-3-1,1700747523299-2-15-4-6-3,15,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1700747526081-2-15-4-7-0-0,1700747526081-2-15-4-7-0,15,Central,Anger,Anger,True,True,False,1.0,1,0,False
1700747526081-2-15-4-7-0-1,1700747526081-2-15-4-7-0,15,Side,Anger,Happiness,False,False,True,,1,0,False
1700747527030-2-15-4-8-5-0,1700747527030-2-15-4-8-5,15,Central,Sadness,Sadness,True,True,False,4.0,4,1,False
1700747527030-2-15-4-8-5-1,1700747527030-2-15-4-8-5,15,Side,Sadness,Sadness,True,True,False,1.0,1,0,False
1700747528937-2-15-4-9-2-0,1700747528937-2-15-4-9-2,15,Central,Fear,Fear,True,True,False,1.0,1,0,False
1700747528937-2-15-4-9-2-1,1700747528937-2-15-4-9-2,15,Side,Fear,Fear,True,True,False,1.0,1,0,False
1700747534547-2-15-4-12-1-0,1700747534547-2-15-4-12-1,15,Central,Disgust,Happiness,False,False,True,,1,0,False
1700747534547-2-15-4-12-1-1,1700747534547-2-15-4-12-1,15,Side,Disgust,Happiness,False,False,True,,1,0,False
1700747535828-2-15-4-13-3-0,1700747535828-2-15-4-13-3,15,Central,Happiness,Anger,False,False,True,,1,0,False
1700747535828-2-15-4-13-3-1,1700747535828-2-15-4-13-3,15,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1700747538056-2-15-4-14-0-0,1700747538056-2-15-4-14-0,15,Central,Anger,Disgust,False,True,False,1.0,21,4,True
1700747538056-2-15-4-14-0-1,1700747538056-2-15-4-14-0,15,Side,Anger,Anger,True,True,False,4.0,4,1,False
1700747543178-2-15-4-17-5-0,1700747543178-2-15-4-17-5,15,Central,Sadness,Sadness,True,True,False,6.0,6,1,False
1700747543178-2-15-4-17-5-1,1700747543178-2-15-4-17-5,15,Side,Sadness,Sadness,True,True,False,3.0,3,1,False
1700747545324-2-15-4-18-4-0,1700747545324-2-15-4-18-4,15,Central,Neutral,Neutral,True,True,False,28.0,28,1,False
1700747545324-2-15-4-18-4-1,1700747545324-2-15-4-18-4,15,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700747550545-2-15-4-21-6-0,1700747550545-2-15-4-21-6,15,Central,Surprise,Fear,False,True,False,8.0,26,6,True
1700747550545-2-15-4-21-6-1,1700747550545-2-15-4-21-6,15,Side,Surprise,Surprise,True,True,False,7.0,7,1,False
1700747556782-2-15-4-25-2-0,1700747556782-2-15-4-25-2,15,Central,Fear,Fear,True,True,False,8.0,8,1,False
1700747556782-2-15-4-25-2-1,1700747556782-2-15-4-25-2,15,Side,Fear,Fear,True,True,False,2.0,2,1,False
1700747558772-2-15-4-26-1-0,1700747558772-2-15-4-26-1,15,Central,Disgust,Disgust,True,True,False,24.0,24,2,False
1700747558772-2-15-4-26-1-1,1700747558772-2-15-4-26-1,15,Side,Disgust,Disgust,True,True,False,23.0,23,5,False
1700756274306-2-18-1-0-0-0,1700756274306-2-18-1-0-0,18,Central,Anger,Anger,True,True,False,4.0,28,7,False
1700756274306-2-18-1-0-0-1,1700756274306-2-18-1-0-0,18,Side,Anger,Disgust,False,False,True,,1,0,False
1700756276004-2-18-1-1-5-0,1700756276004-2-18-1-1-5,18,Central,Sadness,Disgust,False,True,False,23.0,28,3,True
1700756276004-2-18-1-1-5-1,1700756276004-2-18-1-1-5,18,Side,Sadness,Sadness,True,True,False,15.0,30,6,False
1700756278030-2-18-1-2-3-0,1700756278030-2-18-1-2-3,18,Central,Happiness,Happiness,True,True,False,19.0,19,2,False
1700756278030-2-18-1-2-3-1,1700756278030-2-18-1-2-3,18,Side,Happiness,Happiness,True,True,False,13.0,13,1,False
1700756280474-2-18-1-3-0-0,1700756280474-2-18-1-3-0,18,Central,Anger,Anger,True,True,False,4.0,22,4,False
1700756280474-2-18-1-3-0-1,1700756280474-2-18-1-3-0,18,Side,Anger,Anger,True,True,False,1.0,21,4,False
1700756283788-2-18-1-4-0-0,1700756283788-2-18-1-4-0,18,Central,Anger,Anger,True,True,False,5.0,5,1,False
1700756283788-2-18-1-4-0-1,1700756283788-2-18-1-4-0,18,Side,Anger,Anger,True,True,False,1.0,1,0,False
1700756285404-2-18-1-5-5-0,1700756285404-2-18-1-5-5,18,Central,Sadness,Sadness,True,True,False,13.0,13,1,False
1700756285404-2-18-1-5-5-1,1700756285404-2-18-1-5-5,18,Side,Sadness,Sadness,True,True,False,11.0,11,3,False
1700756292963-2-18-1-8-3-0,1700756292963-2-18-1-8-3,18,Central,Happiness,Happiness,True,True,False,13.0,13,1,False
1700756292963-2-18-1-8-3-1,1700756292963-2-18-1-8-3,18,Side,Happiness,Happiness,True,True,False,10.0,10,1,False
1700756363513-2-18-2-1-1-0,1700756363513-2-18-2-1-1,18,Central,Disgust,Disgust,True,True,False,29.0,29,1,False
1700756363513-2-18-2-1-1-1,1700756363513-2-18-2-1-1,18,Side,Disgust,Disgust,True,True,False,28.0,28,1,False
1700756365257-2-18-2-2-6-0,1700756365257-2-18-2-2-6,18,Central,Surprise,Surprise,True,True,False,13.0,13,2,False
1700756365257-2-18-2-2-6-1,1700756365257-2-18-2-2-6,18,Side,Surprise,Surprise,True,True,False,9.0,9,2,False
1700756370115-2-18-2-4-1-0,1700756370115-2-18-2-4-1,18,Central,Disgust,Disgust,True,True,False,24.0,24,5,False
1700756370115-2-18-2-4-1-1,1700756370115-2-18-2-4-1,18,Side,Disgust,Disgust,True,True,False,20.0,29,4,False
1700756373040-2-18-2-5-1-0,1700756373040-2-18-2-5-1,18,Central,Disgust,Disgust,True,True,False,7.0,26,4,False
1700756373040-2-18-2-5-1-1,1700756373040-2-18-2-5-1,18,Side,Disgust,Happiness,False,False,True,,6,1,False
1700756380628-2-18-2-8-6-0,1700756380628-2-18-2-8-6,18,Central,Surprise,Surprise,True,True,False,17.0,17,1,False
1700756380628-2-18-2-8-6-1,1700756380628-2-18-2-8-6,18,Side,Surprise,Surprise,True,True,False,14.0,14,1,False
1700756382762-2-18-2-9-6-0,1700756382762-2-18-2-9-6,18,Central,Surprise,Surprise,True,True,False,26.0,26,5,False
1700756382762-2-18-2-9-6-1,1700756382762-2-18-2-9-6,18,Side,Surprise,Surprise,True,True,False,22.0,22,4,False
1700756481968-2-18-3-0-4-0,1700756481968-2-18-3-0-4,18,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756481968-2-18-3-0-4-1,1700756481968-2-18-3-0-4,18,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756486528-2-18-3-2-0-0,1700756486528-2-18-3-2-0,18,Central,Anger,Anger,True,True,False,14.0,25,4,False
1700756486528-2-18-3-2-0-1,1700756486528-2-18-3-2-0,18,Side,Anger,Disgust,False,True,False,13.0,14,4,True
1700756490593-2-18-3-4-3-0,1700756490593-2-18-3-4-3,18,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1700756490593-2-18-3-4-3-1,1700756490593-2-18-3-4-3,18,Side,Happiness,Happiness,True,True,False,5.0,5,1,False
1700756494467-2-18-3-6-5-0,1700756494467-2-18-3-6-5,18,Central,Sadness,Anger,False,False,True,,6,1,False
1700756494467-2-18-3-6-5-1,1700756494467-2-18-3-6-5,18,Side,Sadness,Sadness,True,True,False,7.0,25,10,False
1700756499157-2-18-3-8-0-0,1700756499157-2-18-3-8-0,18,Central,Anger,Anger,True,True,False,1.0,1,0,False
1700756499157-2-18-3-8-0-1,1700756499157-2-18-3-8-0,18,Side,Anger,Anger,True,True,False,1.0,20,4,False
1700756505088-2-18-3-11-3-0,1700756505088-2-18-3-11-3,18,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1700756505088-2-18-3-11-3-1,1700756505088-2-18-3-11-3,18,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1700756506384-2-18-3-12-4-0,1700756506384-2-18-3-12-4,18,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756506384-2-18-3-12-4-1,1700756506384-2-18-3-12-4,18,Side,Neutral,Neutral,True,True,False,3.0,3,1,False
1700756508190-2-18-3-13-6-0,1700756508190-2-18-3-13-6,18,Central,Surprise,Surprise,True,True,False,12.0,12,1,False
1700756508190-2-18-3-13-6-1,1700756508190-2-18-3-13-6,18,Side,Surprise,Surprise,True,True,False,8.0,8,1,False
1700756511419-2-18-3-14-4-0,1700756511419-2-18-3-14-4,18,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756511419-2-18-3-14-4-1,1700756511419-2-18-3-14-4,18,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756512745-2-18-3-15-5-0,1700756512745-2-18-3-15-5,18,Central,Sadness,Sadness,True,True,False,1.0,1,0,False
1700756512745-2-18-3-15-5-1,1700756512745-2-18-3-15-5,18,Side,Sadness,Sadness,True,True,False,1.0,1,0,False
1700756516990-2-18-3-17-3-0,1700756516990-2-18-3-17-3,18,Central,Happiness,Happiness,True,True,False,11.0,11,1,False
1700756516990-2-18-3-17-3-1,1700756516990-2-18-3-17-3,18,Side,Happiness,Happiness,True,True,False,8.0,8,1,False
1700756520318-2-18-3-19-6-0,1700756520318-2-18-3-19-6,18,Central,Surprise,Surprise,True,True,False,9.0,9,1,False
1700756520318-2-18-3-19-6-1,1700756520318-2-18-3-19-6,18,Side,Surprise,Surprise,True,True,False,4.0,4,1,False
1700756706103-2-18-4-1-5-0,1700756706103-2-18-4-1-5,18,Central,Sadness,Anger,False,False,True,,20,3,False
1700756706103-2-18-4-1-5-1,1700756706103-2-18-4-1-5,18,Side,Sadness,Anger,False,True,False,1.0,15,5,True
1700756707997-2-18-4-2-4-0,1700756707997-2-18-4-2-4,18,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756707997-2-18-4-2-4-1,1700756707997-2-18-4-2-4,18,Side,Neutral,Neutral,True,True,False,1.0,8,2,False
1700756711213-2-18-4-4-4-0,1700756711213-2-18-4-4-4,18,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756711213-2-18-4-4-4-1,1700756711213-2-18-4-4-4,18,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756713736-2-18-4-5-4-0,1700756713736-2-18-4-5-4,18,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756713736-2-18-4-5-4-1,1700756713736-2-18-4-5-4,18,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756716598-2-18-4-7-0-0,1700756716598-2-18-4-7-0,18,Central,Anger,Anger,True,True,False,9.0,9,1,False
1700756716598-2-18-4-7-0-1,1700756716598-2-18-4-7-0,18,Side,Anger,Anger,True,True,False,6.0,28,10,False
1700756719177-2-18-4-8-5-0,1700756719177-2-18-4-8-5,18,Central,Sadness,Sadness,True,True,False,17.0,17,1,False
1700756719177-2-18-4-8-5-1,1700756719177-2-18-4-8-5,18,Side,Sadness,Sadness,True,True,False,2.0,2,1,False
1700756720027-2-18-4-9-2-0,1700756720027-2-18-4-9-2,18,Central,Fear,Fear,True,True,False,30.0,30,5,False
1700756720027-2-18-4-9-2-1,1700756720027-2-18-4-9-2,18,Side,Fear,Surprise,False,False,True,,16,3,False
1700756722474-2-18-4-10-0-0,1700756722474-2-18-4-10-0,18,Central,Anger,Anger,True,True,False,1.0,1,0,False
1700756722474-2-18-4-10-0-1,1700756722474-2-18-4-10-0,18,Side,Anger,Anger,True,True,False,1.0,1,0,False
1700756725541-2-18-4-12-1-0,1700756725541-2-18-4-12-1,18,Central,Disgust,Disgust,True,True,False,1.0,26,3,False
1700756725541-2-18-4-12-1-1,1700756725541-2-18-4-12-1,18,Side,Disgust,Disgust,True,True,False,27.0,27,2,False
1700756727000-2-18-4-13-3-0,1700756727000-2-18-4-13-3,18,Central,Happiness,Happiness,True,True,False,4.0,4,1,False
1700756727000-2-18-4-13-3-1,1700756727000-2-18-4-13-3,18,Side,Happiness,Happiness,True,True,False,2.0,2,1,False
1700756728630-2-18-4-14-0-0,1700756728630-2-18-4-14-0,18,Central,Anger,Anger,True,True,False,1.0,8,2,False
1700756728630-2-18-4-14-0-1,1700756728630-2-18-4-14-0,18,Side,Anger,Anger,True,True,False,4.0,7,3,False
1700756730921-2-18-4-15-1-0,1700756730921-2-18-4-15-1,18,Central,Disgust,Anger,False,False,True,,4,1,False
1700756730921-2-18-4-15-1-1,1700756730921-2-18-4-15-1,18,Side,Disgust,Anger,False,False,True,,2,1,False
1700756736108-2-18-4-18-4-0,1700756736108-2-18-4-18-4,18,Central,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756736108-2-18-4-18-4-1,1700756736108-2-18-4-18-4,18,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1700756739446-2-18-4-20-5-0,1700756739446-2-18-4-20-5,18,Central,Sadness,Anger,False,True,False,12.0,14,3,True
1700756739446-2-18-4-20-5-1,1700756739446-2-18-4-20-5,18,Side,Sadness,Anger,False,True,False,6.0,9,2,True
1700756740978-2-18-4-21-6-0,1700756740978-2-18-4-21-6,18,Central,Surprise,Surprise,True,True,False,3.0,3,1,False
1700756740978-2-18-4-21-6-1,1700756740978-2-18-4-21-6,18,Side,Surprise,Surprise,True,True,False,1.0,1,0,False
1700756743678-2-18-4-22-0-0,1700756743678-2-18-4-22-0,18,Central,Anger,Anger,True,True,False,1.0,1,0,False
1700756743678-2-18-4-22-0-1,1700756743678-2-18-4-22-0,18,Side,Anger,Anger,True,True,False,4.0,4,1,False
1700756746478-2-18-4-24-3-0,1700756746478-2-18-4-24-3,18,Central,Happiness,Happiness,True,True,False,7.0,7,1,False
1700756746478-2-18-4-24-3-1,1700756746478-2-18-4-24-3,18,Side,Happiness,Happiness,True,True,False,3.0,3,1,False
1700756752506-2-18-4-27-6-0,1700756752506-2-18-4-27-6,18,Central,Surprise,Surprise,True,True,False,18.0,18,2,False
1700756752506-2-18-4-27-6-1,1700756752506-2-18-4-27-6,18,Side,Surprise,Surprise,True,True,False,16.0,16,3,False
1701085397170-2-23-1-1-5-0,1701085397170-2-23-1-1-5,23,Central,Sadness,Sadness,True,True,False,1.0,1,0,False
1701085397170-2-23-1-1-5-1,1701085397170-2-23-1-1-5,23,Side,Sadness,Sadness,True,True,False,1.0,1,0,False
1701085399209-2-23-1-2-3-0,1701085399209-2-23-1-2-3,23,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085399209-2-23-1-2-3-1,1701085399209-2-23-1-2-3,23,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085406198-2-23-1-5-5-0,1701085406198-2-23-1-5-5,23,Central,Sadness,Sadness,True,True,False,3.0,24,3,False
1701085406198-2-23-1-5-5-1,1701085406198-2-23-1-5-5,23,Side,Sadness,Sadness,True,True,False,22.0,22,1,False
1701085409026-2-23-1-6-3-0,1701085409026-2-23-1-6-3,23,Central,Happiness,Happiness,True,True,False,2.0,20,3,False
1701085409026-2-23-1-6-3-1,1701085409026-2-23-1-6-3,23,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085411341-2-23-1-7-5-0,1701085411341-2-23-1-7-5,23,Central,Sadness,Anger,False,False,True,,15,1,False
1701085411341-2-23-1-7-5-1,1701085411341-2-23-1-7-5,23,Side,Sadness,Sadness,True,True,False,29.0,29,6,False
1701085482708-2-23-2-0-4-0,1701085482708-2-23-2-0-4,23,Central,Neutral,Neutral,True,True,False,1.0,25,4,False
1701085482708-2-23-2-0-4-1,1701085482708-2-23-2-0-4,23,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1701085488586-2-23-2-2-6-0,1701085488586-2-23-2-2-6,23,Central,Surprise,Surprise,True,True,False,17.0,17,3,False
1701085488586-2-23-2-2-6-1,1701085488586-2-23-2-2-6,23,Side,Surprise,Surprise,True,True,False,14.0,14,2,False
1701085490489-2-23-2-3-2-0,1701085490489-2-23-2-3-2,23,Central,Fear,Disgust,False,False,True,,21,2,False
1701085490489-2-23-2-3-2-1,1701085490489-2-23-2-3-2,23,Side,Fear,Fear,True,True,False,24.0,24,2,False
1701085495679-2-23-2-5-1-0,1701085495679-2-23-2-5-1,23,Central,Disgust,Anger,False,True,False,13.0,17,3,True
1701085495679-2-23-2-5-1-1,1701085495679-2-23-2-5-1,23,Side,Disgust,Anger,False,False,True,,24,4,False
1701085500311-2-23-2-7-4-0,1701085500311-2-23-2-7-4,23,Central,Neutral,Anger,False,False,True,,14,1,False
1701085500311-2-23-2-7-4-1,1701085500311-2-23-2-7-4,23,Side,Neutral,Neutral,True,True,False,16.0,16,1,False
1701085503372-2-23-2-8-6-0,1701085503372-2-23-2-8-6,23,Central,Surprise,Surprise,True,True,False,29.0,29,2,False
1701085503372-2-23-2-8-6-1,1701085503372-2-23-2-8-6,23,Side,Surprise,Surprise,True,True,False,24.0,24,5,False
1701085508188-2-23-2-10-2-0,1701085508188-2-23-2-10-2,23,Central,Fear,Disgust,False,False,True,,29,3,False
1701085508188-2-23-2-10-2-1,1701085508188-2-23-2-10-2,23,Side,Fear,Happiness,False,False,True,,1,0,False
1701085510979-2-23-2-11-4-0,1701085510979-2-23-2-11-4,23,Central,Neutral,Anger,False,True,False,3.0,13,3,True
1701085510979-2-23-2-11-4-1,1701085510979-2-23-2-11-4,23,Side,Neutral,Neutral,True,True,False,2.0,2,1,False
1701085605407-2-23-3-1-1-0,1701085605407-2-23-3-1-1,23,Central,Disgust,Disgust,True,True,False,2.0,2,1,False
1701085605407-2-23-3-1-1-1,1701085605407-2-23-3-1-1,23,Side,Disgust,Anger,False,True,False,19.0,28,2,True
1701085606801-2-23-3-2-0-0,1701085606801-2-23-3-2-0,23,Central,Anger,Anger,True,True,False,20.0,20,1,False
1701085606801-2-23-3-2-0-1,1701085606801-2-23-3-2-0,23,Side,Anger,Disgust,False,True,False,1.0,29,7,True
1701085609204-2-23-3-3-6-0,1701085609204-2-23-3-3-6,23,Central,Surprise,Surprise,True,True,False,22.0,22,3,False
1701085609204-2-23-3-3-6-1,1701085609204-2-23-3-3-6,23,Side,Surprise,Surprise,True,True,False,19.0,19,3,False
1701085611540-2-23-3-4-3-0,1701085611540-2-23-3-4-3,23,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085611540-2-23-3-4-3-1,1701085611540-2-23-3-4-3,23,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085612711-2-23-3-5-2-0,1701085612711-2-23-3-5-2,23,Central,Fear,Disgust,False,False,True,,16,2,False
1701085612711-2-23-3-5-2-1,1701085612711-2-23-3-5-2,23,Side,Fear,Happiness,False,True,False,17.0,27,3,True
1701085617891-2-23-3-7-5-0,1701085617891-2-23-3-7-5,23,Central,Sadness,Sadness,True,True,False,1.0,1,0,False
1701085617891-2-23-3-7-5-1,1701085617891-2-23-3-7-5,23,Side,Sadness,Sadness,True,True,False,1.0,1,0,False
1701085619479-2-23-3-8-0-0,1701085619479-2-23-3-8-0,23,Central,Anger,Anger,True,True,False,6.0,6,1,False
1701085619479-2-23-3-8-0-1,1701085619479-2-23-3-8-0,23,Side,Anger,Anger,True,True,False,16.0,16,1,False
1701085621175-2-23-3-9-1-0,1701085621175-2-23-3-9-1,23,Central,Disgust,Disgust,True,True,False,25.0,25,2,False
1701085621175-2-23-3-9-1-1,1701085621175-2-23-3-9-1,23,Side,Disgust,Disgust,True,True,False,28.0,28,1,False
1701085622872-2-23-3-10-0-0,1701085622872-2-23-3-10-0,23,Central,Anger,Anger,True,True,False,23.0,23,1,False
1701085622872-2-23-3-10-0-1,1701085622872-2-23-3-10-0,23,Side,Anger,Anger,True,True,False,20.0,20,7,False
1701085625896-2-23-3-11-3-0,1701085625896-2-23-3-11-3,23,Central,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085625896-2-23-3-11-3-1,1701085625896-2-23-3-11-3,23,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085629667-2-23-3-13-6-0,1701085629667-2-23-3-13-6,23,Central,Surprise,Fear,False,True,False,18.0,29,12,True
1701085629667-2-23-3-13-6-1,1701085629667-2-23-3-13-6,23,Side,Surprise,Fear,False,False,True,,9,1,False
1701085630752-2-23-3-14-4-0,1701085630752-2-23-3-14-4,23,Central,Neutral,Anger,False,False,True,,25,4,False
1701085630752-2-23-3-14-4-1,1701085630752-2-23-3-14-4,23,Side,Neutral,Neutral,True,True,False,4.0,4,1,False
1701085633973-2-23-3-15-5-0,1701085633973-2-23-3-15-5,23,Central,Sadness,Sadness,True,True,False,1.0,1,0,False
1701085633973-2-23-3-15-5-1,1701085633973-2-23-3-15-5,23,Side,Sadness,Neutral,False,True,False,1.0,30,1,True
1701085635772-2-23-3-16-2-0,1701085635772-2-23-3-16-2,23,Central,Fear,Disgust,False,False,True,,1,0,False
1701085635772-2-23-3-16-2-1,1701085635772-2-23-3-16-2,23,Side,Fear,Disgust,False,True,False,1.0,22,7,True
1701085639668-2-23-3-18-1-0,1701085639668-2-23-3-18-1,23,Central,Disgust,Disgust,True,True,False,4.0,4,2,False
1701085639668-2-23-3-18-1-1,1701085639668-2-23-3-18-1,23,Side,Disgust,Disgust,True,True,False,4.0,13,3,False
1701085643199-2-23-3-20-2-0,1701085643199-2-23-3-20-2,23,Central,Fear,Disgust,False,False,True,,19,5,False
1701085643199-2-23-3-20-2-1,1701085643199-2-23-3-20-2,23,Side,Fear,Disgust,False,False,True,,15,1,False
1701085783312-2-23-4-0-1-0,1701085783312-2-23-4-0-1,23,Central,Disgust,Disgust,True,True,False,10.0,10,2,False
1701085783312-2-23-4-0-1-1,1701085783312-2-23-4-0-1,23,Side,Disgust,Disgust,True,True,False,7.0,7,2,False
1701085784771-2-23-4-1-5-0,1701085784771-2-23-4-1-5,23,Central,Sadness,Sadness,True,True,False,14.0,14,3,False
1701085784771-2-23-4-1-5-1,1701085784771-2-23-4-1-5,23,Side,Sadness,Sadness,True,True,False,13.0,13,1,False
1701085786811-2-23-4-2-4-0,1701085786811-2-23-4-2-4,23,Central,Neutral,Neutral,True,True,False,29.0,29,2,False
1701085786811-2-23-4-2-4-1,1701085786811-2-23-4-2-4,23,Side,Neutral,Neutral,True,True,False,15.0,19,3,False
1701085788374-2-23-4-3-6-0,1701085788374-2-23-4-3-6,23,Central,Surprise,Surprise,True,True,False,27.0,27,5,False
1701085788374-2-23-4-3-6-1,1701085788374-2-23-4-3-6,23,Side,Surprise,Surprise,True,True,False,22.0,22,1,False
1701085789639-2-23-4-4-4-0,1701085789639-2-23-4-4-4,23,Central,Neutral,Neutral,True,True,False,18.0,28,4,False
1701085789639-2-23-4-4-4-1,1701085789639-2-23-4-4-4,23,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1701085791397-2-23-4-5-4-0,1701085791397-2-23-4-5-4,23,Central,Neutral,Neutral,True,True,False,4.0,11,3,False
1701085791397-2-23-4-5-4-1,1701085791397-2-23-4-5-4,23,Side,Neutral,Neutral,True,True,False,1.0,1,0,False
1701085793939-2-23-4-6-3-0,1701085793939-2-23-4-6-3,23,Central,Happiness,Happiness,True,True,False,6.0,6,4,False
1701085793939-2-23-4-6-3-1,1701085793939-2-23-4-6-3,23,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085795548-2-23-4-7-0-0,1701085795548-2-23-4-7-0,23,Central,Anger,Anger,True,True,False,5.0,5,1,False
1701085795548-2-23-4-7-0-1,1701085795548-2-23-4-7-0,23,Side,Anger,Anger,True,True,False,1.0,1,0,False
1701085796688-2-23-4-8-5-0,1701085796688-2-23-4-8-5,23,Central,Sadness,Sadness,True,True,False,10.0,10,2,False
1701085796688-2-23-4-8-5-1,1701085796688-2-23-4-8-5,23,Side,Sadness,Sadness,True,True,False,9.0,9,1,False
1701085798672-2-23-4-9-2-0,1701085798672-2-23-4-9-2,23,Central,Fear,Disgust,False,False,True,,24,3,False
1701085798672-2-23-4-9-2-1,1701085798672-2-23-4-9-2,23,Side,Fear,Fear,True,True,False,22.0,22,2,False
1701085800908-2-23-4-10-0-0,1701085800908-2-23-4-10-0,23,Central,Anger,Anger,True,True,False,1.0,1,0,False
1701085800908-2-23-4-10-0-1,1701085800908-2-23-4-10-0,23,Side,Anger,Disgust,False,True,False,14.0,22,2,True
1701085802372-2-23-4-11-3-0,1701085802372-2-23-4-11-3,23,Central,Happiness,Happiness,True,True,False,1.0,20,10,False
1701085802372-2-23-4-11-3-1,1701085802372-2-23-4-11-3,23,Side,Happiness,Happiness,True,True,False,1.0,1,0,False
1701085804610-2-23-4-12-1-0,1701085804610-2-23-4-12-1,23,Central,Disgust,Disgust,True,True,False,11.0,11,1,False
